GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000183	rDNA heterochromatin formation	9	0	0	1	1	1		0	0	0	0
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	40	0.0027803521779425394	39/16034	0.4933025853594446	0.6692068496699081	0.5624258604378578	APOBEC1/RBM8A/SMG7	3	25	0.6678436306903052	1.4210612388535135
GO:0000209	protein polyubiquitination	239	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	16	0.0037071362372567192	15/16034	0.015297281799811862	0.13556847258951726	0.11393669219317606	MYH9/AURKA/ATRX/SEPTIN1	4	4	2.7881071668903963	3.4821997244225753
GO:0000226	microtubule cytoskeleton organization	629	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	26	0	0	1	1	1		0	0	0	0
GO:0000245	spliceosomal complex assembly	90	0.005560704355885079	90/16034	0.5696909209257708	0.7057029621377898	0.5930985253508215	RNU2-1/SMN1/SRSF5/SNRPB2/RNVU1-2A/PSIP1	6	39	0.9163049899888049	1.6472443847112215
GO:0000255	allantoin metabolic process	7	0.0018535681186283596	7/16034	0.07577078030688085	0.2844277715837056	0.2390434799707959	XDH/PNP	2	4	2.094959986330451	2.791872709762849
GO:0000256	allantoin catabolic process	0	0	0	1	1	1		0	0	0	0
GO:0000266	mitochondrial fission	40	0.0027803521779425394	40/16034	0.5104770919677217	0.6767792313456258	0.5687899663665853	AP3B1/AURKA/PPARG	3	9	1.6894948782222865	2.391055645219699
GO:0000270	peptidoglycan metabolic process	6	0	0	1	1	1		0	0	0	0
GO:0000271	polysaccharide biosynthetic process	66	0.0074142724745134385	66/16034	0.07431616619633338	0.2844277715837056	0.2390434799707959	B3GNT2/IRS2/IGF1/NFKB1/CLTC/B4GALT5/NDST1/AKT2	8	10	2.5649636155761866	3.259586772380684
GO:0000272	polysaccharide catabolic process	20	9.267840593141798e-4	20/16034	0.7519614723663083	0.8183559054811955	0.6877761704197931	G6PC1	1	5	1.178669254456296	1.8946857630381295
GO:0000278	mitotic cell cycle	896	0	0	1	1	1		0	0	0	0
GO:0000280	nuclear division	441	0	0	1	1	1		0	0	0	0
GO:0000281	mitotic cytokinesis	83	0.010194624652455977	82/16034	0.021128246160752928	0.15992839505680512	0.13440966009633162	VPS4B/RTKN/EXOC6B/ARF1/RHOC/RHOA/ECT2/USP8/SPAST/SPTBN1/JTB	11	63	1.0428677132972342	1.7657146576502836
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	67	0.0027803521779425394	66/16034	0.8300652088105486	0.8713720922641652	0.7323329087186523	TUT4/DIS3/TENT4A	3	12	1.401812805770506	2.1097744570693115
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	34	0.0018535681186283596	33/16034	0.6609766334441763	0.7641911337969147	0.6422541194500845	TUT4/TENT4A	2	6	1.6894948782222865	2.391055645219699
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	10	0	0	1	1	1		0	0	0	0
GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	19	9.267840593141798e-4	19/16034	0.7340427811961989	0.8073215819173237	0.678502522178115	DIS3	1	0	0	0
GO:0000294	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	3	0	0	1	1	1		0	0	0	0
GO:0000296	spermine transport	3	0	0	1	1	1		0	0	0	0
GO:0000301	retrograde transport, vesicle recycling within Golgi	9	0.0027803521779425394	9/16034	0.018781130122089207	0.14955172178901233	0.12568872516567517	COG5/COG1/COG2	3	8	1.80727791387867	2.507090330591668
GO:0000302	response to reactive oxygen species	195	0.018535681186283594	194/16034	0.037626354447137904	0.21666861430402654	0.18209621119378702	PDGFRB/COL1A1/PDGFRA/CAPN2/ENDOG/BAK1/MAPK13/TRPM2/NFE2L2/BAD/MMP2/MT3/ADAM9/PDE8A/ECT2/SDC1/APEX1/CD36/HBA1/BMP7	20	82	1.3771201931801342	2.085814712022775
GO:0000303	response to superoxide	25	0.0037071362372567192	25/16034	0.08351167833365557	0.30391071176399315	0.2554176539652231	NFE2L2/MT3/CD36/BMP7	4	11	1.7765062552119164	2.4767373067743206
GO:0000304	response to singlet oxygen	1	0	0	1	1	1		0	0	0	0
GO:0000305	response to oxygen radical	26	0.0037071362372567192	26/16034	0.09369066232841428	0.32332954112480233	0.2717379468871145	NFE2L2/MT3/CD36/BMP7	4	12	1.6894948782222865	2.391055645219699
GO:0000320	re-entry into mitotic cell cycle	2	0	0	1	1	1		0	0	0	0
GO:0000338	protein deneddylation	11	9.267840593141798e-4	11/16034	0.5353965959780453	0.6886728705563263	0.5787858148402153	COPS3	1	10	0.4855220738963506	1.2621714531515413
GO:0000348	mRNA branch site recognition	2	0	0	1	1	1		0	0	0	0
GO:0000349	generation of catalytic spliceosome for first transesterification step	2	0	0	1	1	1		0	0	0	0
GO:0000350	generation of catalytic spliceosome for second transesterification step	2	0	0	1	1	1		0	0	0	0
GO:0000353	formation of quadruple SL/U4/U5/U6 snRNP	10	0	0	1	1	1		0	0	0	0
GO:0000354	cis assembly of pre-catalytic spliceosome	2	0	0	1	1	1		0	0	0	0
GO:0000365	mRNA trans splicing, via spliceosome	10	0	0	1	1	1		0	0	0	0
GO:0000375	RNA splicing, via transesterification reactions	317	0	0	1	1	1		0	0	0	0
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	313	0	0	1	1	1		0	0	0	0
GO:0000378	RNA exon ligation	1	0	0	1	1	1		0	0	0	0
GO:0000379	tRNA-type intron splice site recognition and cleavage	3	0	0	1	1	1		0	0	0	0
GO:0000380	alternative mRNA splicing, via spliceosome	72	0.0018535681186283596	71/16034	0.956784961857259	0.9651857078378182	0.8111772951528676	RBM8A/HNRNPM	2	12	0.9963476976623412	1.7219555919033063
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	56	9.267840593141798e-4	56/16034	0.9799239904936438	0.9822138892095503	0.8254884002534989	RBM8A	1	38	-0.8494789928359897	0.41557237603444497
GO:0000387	spliceosomal snRNP assembly	51	0.0027803521779425394	51/16034	0.6763146180441149	0.7730339762827918	0.6496859670115508	SMN1/SART1/COIL	3	32	0.4209835527587796	1.2077059990265684
GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	1	0	0	1	1	1		0	0	0	0
GO:0000389	mRNA 3'-splice site recognition	6	0	0	1	1	1		0	0	0	0
GO:0000390	spliceosomal complex disassembly	3	0	0	1	1	1		0	0	0	0
GO:0000393	spliceosomal conformational changes to generate catalytic conformation	5	9.267840593141798e-4	5/16034	0.29416507380265566	0.5548689782604183	0.4663321403274985	PRPF18	1	1	2.7881071668903963	3.4821997244225753
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	14	0	0	1	1	1		0	0	0	0
GO:0000395	mRNA 5'-splice site recognition	21	0.0018535681186283596	21/16034	0.41771197652922365	0.6234615690778209	0.5239798570673505	RNVU1-2A/PSIP1	2	3	2.3826420587822317	3.0779125820552595
GO:0000398	mRNA splicing, via spliceosome	313	0	0	1	1	1		0	0	0	0
GO:0000409	regulation of transcription by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000411	positive regulation of transcription by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000413	protein peptidyl-prolyl isomerization	27	0	0	1	1	1		0	0	0	0
GO:0000414	regulation of histone H3-K36 methylation	2	0	0	1	1	1		0	0	0	0
GO:0000415	negative regulation of histone H3-K36 methylation	1	0	0	1	1	1		0	0	0	0
GO:0000422	autophagy of mitochondrion	90	0.006487488415199258	90/16034	0.40302426563057703	0.6185022198026655	0.5198118389356369	SLC25A5/TP53/VDAC1/ATG5/MARK2/ATG12/TAFAZZIN	7	31	1.3000301114605632	2.011247801954097
GO:0000423	mitophagy	35	0.0037071362372567192	35/16034	0.20700485467535834	0.4815625395776416	0.40472273380075335	SLC25A5/TP53/VDAC1/TAFAZZIN	4	25	0.9555257031420861	1.6837564517586308
GO:0000425	pexophagy	6	0	0	1	1	1		0	0	0	0
GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	4	0	0	1	1	1		0	0	0	0
GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	3	0	0	1	1	1		0	0	0	0
GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	3	0	0	1	1	1		0	0	0	0
GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	1	0	0	1	1	1		0	0	0	0
GO:0000436	carbon catabolite activation of transcription from RNA polymerase II promoter	4	0	0	1	1	1		0	0	0	0
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	10	9.267840593141798e-4	10/16034	0.5018531317465506	0.6692068496699081	0.5624258604378578	NOP14	1	0	0	0
GO:0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	0	0	1	1	1		0	0	0	0
GO:0000451	rRNA 2'-O-methylation	3	0	0	1	1	1		0	0	0	0
GO:0000454	snoRNA guided rRNA pseudouridine synthesis	3	0	0	1	1	1		0	0	0	0
GO:0000455	enzyme-directed rRNA pseudouridine synthesis	4	0	0	1	1	1		0	0	0	0
GO:0000459	exonucleolytic trimming involved in rRNA processing	9	0	0	1	1	1		0	0	0	0
GO:0000460	maturation of 5.8S rRNA	36	9.267840593141798e-4	36/16034	0.9187973287971025	0.932923185044657	0.7840626935154366	NOP14	1	10	0.4855220738963506	1.2621714531515413
GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	0	0	1	1	1		0	0	0	0
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	37	0.0018535681186283596	37/16034	0.7216328982304474	0.7989994953045428	0.6715083368583736	NOP14/RPS19	2	1	3.4812543474503417	4.1746381236698
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	15	0	0	1	1	1		0	0	0	0
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	25	9.267840593141798e-4	25/16034	0.8250046286291166	0.8668055732000908	0.7284950394334156	NOP14	1	2	2.094959986330451	2.791872709762849
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	0	0	1	1	1		0	0	0	0
GO:0000469	cleavage involved in rRNA processing	29	9.267840593141798e-4	29/16034	0.8676276713224202	0.8971900413514067	0.7540312554066679	NOP14	1	0	0	0
GO:0000470	maturation of LSU-rRNA	22	0	0	1	1	1		0	0	0	0
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5	9.267840593141798e-4	5/16034	0.29416507380265566	0.5548689782604183	0.4663321403274985	NOP14	1	0	0	0
GO:0000478	endonucleolytic cleavage involved in rRNA processing	17	9.267840593141798e-4	17/16034	0.6942325985963242	0.7811634381547307	0.6565182634688828	NOP14	1	0	0	0
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	17	9.267840593141798e-4	17/16034	0.6942325985963242	0.7811634381547307	0.6565182634688828	NOP14	1	1	2.7881071668903963	3.4821997244225753
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8	9.267840593141798e-4	8/16034	0.427333776753682	0.6234615690778209	0.5239798570673505	NOP14	1	0	0	0
GO:0000481	maturation of 5S rRNA	1	0	0	1	1	1		0	0	0	0
GO:0000491	small nucleolar ribonucleoprotein complex assembly	12	9.267840593141798e-4	12/16034	0.56668331338051	0.7042766927352138	0.5918998364904853	RUVBL1	1	6	0.9963476976623412	1.7219555919033063
GO:0000492	box C/D snoRNP assembly	10	9.267840593141798e-4	10/16034	0.5018531317465506	0.6692068496699081	0.5624258604378578	RUVBL1	1	5	1.178669254456296	1.8946857630381295
GO:0000493	box H/ACA snoRNP assembly	2	0	0	1	1	1		0	0	0	0
GO:0000494	box C/D RNA 3'-end processing	3	0	0	1	1	1		0	0	0	0
GO:0000495	box H/ACA RNA 3'-end processing	2	0	0	1	1	1		0	0	0	0
GO:0000512	lncRNA-mediated post-transcriptional gene silencing	3	0	0	1	1	1		0	0	0	0
GO:0000578	embryonic axis specification	37	0.0027803521779425394	35/16034	0.42187633991766804	0.6234615690778209	0.5239798570673505	SMAD2/BASP1/HOXD8	3	9	1.6894948782222865	2.391055645219699
GO:0000706	meiotic DNA double-strand break processing	1	0	0	1	1	1		0	0	0	0
GO:0000707	meiotic DNA recombinase assembly	1	0	0	1	1	1		0	0	0	0
GO:0000708	meiotic strand invasion	1	0	0	1	1	1		0	0	0	0
GO:0000709	meiotic joint molecule formation	1	0	0	1	1	1		0	0	0	0
GO:0000710	meiotic mismatch repair	1	0	0	1	1	1		0	0	0	0
GO:0000711	meiotic DNA repair synthesis	3	0	0	1	1	1		0	0	0	0
GO:0000712	resolution of meiotic recombination intermediates	17	0	0	1	1	1		0	0	0	0
GO:0000715	nucleotide-excision repair, DNA damage recognition	1	0	0	1	1	1		0	0	0	0
GO:0000717	nucleotide-excision repair, DNA duplex unwinding	1	0	0	1	1	1		0	0	0	0
GO:0000718	nucleotide-excision repair, DNA damage removal	1	0	0	1	1	1		0	0	0	0
GO:0000720	pyrimidine dimer repair by nucleotide-excision repair	4	0	0	1	1	1		0	0	0	0
GO:0000722	telomere maintenance via recombination	14	0	0	1	1	1		0	0	0	0
GO:0000723	telomere maintenance	156	0.011121408711770158	155/16034	0.3503067893571106	0.5866407815522253	0.49303432338625097	RUVBL1/RPA2/MAPKAPK5/TNKS/PARP1/PARP3/CCT8/CCT6A/MAP3K4/FEN1/ATRX/APEX1	12	65	1.0986265467827596	1.81845998567694
GO:0000724	double-strand break repair via homologous recombination	170	0.004633920296570899	168/16034	0.9899939827112503	0.9913807447103787	0.8331925601782009	RUVBL1/RPA2/PARP1/FEN1/MORF4L2	5	76	0.06681173903816545	0.9293965729802459
GO:0000725	recombinational repair	174	0.004633920296570899	172/16034	0.9917648609342807	0.9929995510817246	0.8345530641340936	RUVBL1/RPA2/PARP1/FEN1/MORF4L2	5	78	0.04083625263490483	0.9105419140579957
GO:0000727	double-strand break repair via break-induced replication	12	0	0	1	1	1		0	0	0	0
GO:0000729	DNA double-strand break processing	19	0	0	1	1	1		0	0	0	0
GO:0000730	DNA recombinase assembly	4	0	0	1	1	1		0	0	0	0
GO:0000731	DNA synthesis involved in DNA repair	40	9.267840593141798e-4	39/16034	0.934145343380393	0.9460555862284667	0.795099642762239	USP10	1	31	-0.6458800375947501	0.5027524544692971
GO:0000732	strand displacement	1	0	0	1	1	1		0	0	0	0
GO:0000737	DNA catabolic process, endonucleolytic	8	0.0037071362372567192	8/16034	0.0011463404322283757	0.034627015685245864	0.029101807760598796	DNASE1L2/DNASE1L1/DNASE1/APEX1	4	0	0	0
GO:0000738	DNA catabolic process, exonucleolytic	5	0	0	1	1	1		0	0	0	0
GO:0000741	karyogamy	1	0	0	1	1	1		0	0	0	0
GO:0000768	syncytium formation by plasma membrane fusion	60	0.011121408711770158	59/16034	4.750922205888808e-4	0.022833941357225513	0.019190477684679658	CAMK1/EHD1/DOCK1/CAPN2/MYH9/DYRK1B/CAV3/IL4/SH3PXD2A/ADAM9/PTGFRN/SBNO2	12	13	2.70806445921686	3.40232087201622
GO:0000819	sister chromatid segregation	246	0	0	1	1	1		0	0	0	0
GO:0000820	regulation of glutamine family amino acid metabolic process	7	0	0	1	1	1		0	0	0	0
GO:0000821	regulation of arginine metabolic process	3	0	0	1	1	1		0	0	0	0
GO:0000902	cell morphogenesis	916	0	0	1	1	1		0	0	0	0
GO:0000904	cell morphogenesis involved in differentiation	618	0	0	1	1	1		0	0	0	0
GO:0000910	cytokinesis	178	0.017608897126969416	174/16034	0.02519517431957569	0.1739410320490792	0.14618639164244557	CDC14B/CDC14A/DCTN3/VPS4B/MYH9/RTKN/EXOC6B/AURKA/DRD3/ARF1/RHOC/CALM3/RHOA/SEPTIN1/ECT2/USP8/SPAST/SPTBN1/JTB	19	69	1.4984396414595773	2.2038449374397473
GO:0000912	assembly of actomyosin apparatus involved in cytokinesis	6	0.0018535681186283596	6/16034	0.05659695184653393	0.25200331361979195	0.21179278210573294	RTKN/ECT2	2	1	3.4812543474503417	4.1746381236698
GO:0000915	actomyosin contractile ring assembly	6	0.0018535681186283596	6/16034	0.05659695184653393	0.25200331361979195	0.21179278210573294	RTKN/ECT2	2	1	3.4812543474503417	4.1746381236698
GO:0000916	actomyosin contractile ring contraction	1	0	0	1	1	1		0	0	0	0
GO:0000917	division septum assembly	1	0	0	1	1	1		0	0	0	0
GO:0000921	septin ring assembly	1	0	0	1	1	1		0	0	0	0
GO:0000956	nuclear-transcribed mRNA catabolic process	125	0.005560704355885079	124/16034	0.8485824358075735	0.8838885206388097	0.7428521719355342	APOBEC1/TUT4/DIS3/TENT4A/RBM8A/SMG7	6	62	0.45273225107335974	1.234372993174999
GO:0000957	mitochondrial RNA catabolic process	6	0	0	1	1	1		0	0	0	0
GO:0000958	mitochondrial mRNA catabolic process	3	0	0	1	1	1		0	0	0	0
GO:0000959	mitochondrial RNA metabolic process	50	9.267840593141798e-4	50/16034	0.9694628961055047	0.9747367300895978	0.8192043228359642	FOXO3	1	35	-0.7672408945990175	0.4490481216532216
GO:0000960	regulation of mitochondrial RNA catabolic process	5	0	0	1	1	1		0	0	0	0
GO:0000961	negative regulation of mitochondrial RNA catabolic process	2	0	0	1	1	1		0	0	0	0
GO:0000962	positive regulation of mitochondrial RNA catabolic process	3	0	0	1	1	1		0	0	0	0
GO:0000963	mitochondrial RNA processing	19	0	0	1	1	1		0	0	0	0
GO:0000964	mitochondrial RNA 5'-end processing	4	0	0	1	1	1		0	0	0	0
GO:0000965	mitochondrial RNA 3'-end processing	5	0	0	1	1	1		0	0	0	0
GO:0000966	RNA 5'-end processing	23	0.0027803521779425394	23/16034	0.19892442382505324	0.46985306273509264	0.3948816621026735	NOP14/POP1/POP4	3	22	0.7956770022001903	1.5362370630958968
GO:0000967	rRNA 5'-end processing	5	9.267840593141798e-4	5/16034	0.29416507380265566	0.5548689782604183	0.4663321403274985	NOP14	1	0	0	0
GO:0000968	tRNA exon ligation	1	0	0	1	1	1		0	0	0	0
GO:0000971	tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate	1	0	0	1	1	1		0	0	0	0
GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	7	0	0	1	1	1		0	0	0	0
GO:0000973	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery	3	0	0	1	1	1		0	0	0	0
GO:0001079	nitrogen catabolite regulation of transcription from RNA polymerase II promoter	1	0	0	1	1	1		0	0	0	0
GO:0001080	nitrogen catabolite activation of transcription from RNA polymerase II promoter	1	0	0	1	1	1		0	0	0	0
GO:0001100	negative regulation of exit from mitosis	1	0	0	1	1	1		0	0	0	0
GO:0001101	response to acid chemical	126	0.013901760889712697	126/16034	0.022094532337337186	0.16358598510751146	0.13748363226564247	XBP1/COL6A1/MTOR/SLC7A5/COL1A1/PDGFRA/CAPN2/CCN2/ASS1/PIK3CA/NEURL1/RHOA/BAD/MMP2/UMOD	15	38	1.8585712082662205	2.5577395805657
GO:0001109	promoter clearance during DNA-templated transcription	1	0	0	1	1	1		0	0	0	0
GO:0001111	RNA polymerase II promoter clearance	1	0	0	1	1	1		0	0	0	0
GO:0001112	DNA-templated transcription open complex formation	2	0	0	1	1	1		0	0	0	0
GO:0001113	transcription open complex formation at RNA polymerase II promoter	1	0	0	1	1	1		0	0	0	0
GO:0001120	protein-DNA complex remodeling	2	0	0	1	1	1		0	0	0	0
GO:0001172	RNA-templated transcription	3	0	0	1	1	1		0	0	0	0
GO:0001173	DNA-templated transcriptional start site selection	2	0	0	1	1	1		0	0	0	0
GO:0001174	transcriptional start site selection at RNA polymerase II promoter	2	0	0	1	1	1		0	0	0	0
GO:0001178	regulation of transcriptional start site selection at RNA polymerase II promoter	1	0	0	1	1	1		0	0	0	0
GO:0001188	RNA polymerase I preinitiation complex assembly	9	0	0	1	1	1		0	0	0	0
GO:0001192	maintenance of transcriptional fidelity during transcription elongation	1	0	0	1	1	1		0	0	0	0
