GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
MHC class II biosynthetic process	NA	NA	NA	NA	NA	NA
MHC class II protein complex assembly	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
MHC protein complex assembly	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
MyD88-dependent toll-like receptor signaling pathway	0	0.25142019513054276	92.5	0.7850264920029021	0.5027173913043478	0.005434782608695565
MyD88-independent toll-like receptor signaling pathway	0	0.02889828514563435	39.5	0.6573658455943814	0.21467391304347827	-0.5706521739130435
N-acetylneuraminate catabolic process	0	0.0020048808353985374	36	0.0903353037949764	0.1956521739130435	-0.6086956521739131
NAD biosynthetic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
NAD metabolic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
NADH regeneration	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
NIK/NF-kappaB signaling	1.2520533420264157	0.3463075451867749	94.5	0.7850264920029021	0.5135869565217391	0.02717391304347827
NK T cell activation	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
NK T cell proliferation	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
NLRP3 inflammasome complex assembly	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
NLS-bearing protein import into nucleus	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
Notch receptor processing	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
Notch signaling pathway	0	0.743971478075057	77.5	0.7866777464599402	0.421195652173913	-0.15760869565217395
PERK-mediated unfolded protein response	0	0.21139933958819795	95	0.7850264920029021	0.5163043478260869	0.032608695652173836
RIG-I signaling pathway	-1.2323387871938565	0.28958039255439794	43.5	0.7850264920029021	0.23641304347826086	-0.5271739130434783
RISC complex assembly	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
RNA capping	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
RNA decapping	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
RNA destabilization	0	0.29253841494371213	72.5	0.7850264920029021	0.39402173913043476	-0.2119565217391305
RNA export from nucleus	0	0.3603813421558461	70	0.7850264920029021	0.3804347826086957	-0.23913043478260865
RNA localization	0	0.29253841494371213	72.5	0.7850264920029021	0.39402173913043476	-0.2119565217391305
RNA localization to Cajal body	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
RNA localization to nucleus	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
RNA phosphodiester bond hydrolysis	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
RNA stabilization	0	0.13581349728052378	42.5	0.7850264920029021	0.23097826086956522	-0.5380434782608696
RNA transport	0	0.29253841494371213	72.5	0.7850264920029021	0.39402173913043476	-0.2119565217391305
RNA-templated DNA biosynthetic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
Rab protein signal transduction	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
Rap protein signal transduction	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
Rho protein signal transduction	NA	NA	NA	NA	NA	NA
SMAD protein signal transduction	NA	NA	NA	NA	NA	NA
SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
Schwann cell differentiation	NA	NA	NA	NA	NA	NA
T cell activation involved in immune response	0.8884304995432597	0.23907976561853908	99	0.7850264920029021	0.5380434782608695	0.07608695652173902
T cell antigen processing and presentation	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
T cell apoptotic process	-1.9522808684863229	0.5399042813540785	49.5	0.7850264920029021	0.26902173913043476	-0.4619565217391305
T cell chemotaxis	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
T cell costimulation	0	0.8546070514915637	57	0.8863852685456989	0.30978260869565216	-0.3804347826086957
T cell cytokine production	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
T cell differentiation in thymus	0	0.25142019513054276	92.5	0.7850264920029021	0.5027173913043478	0.005434782608695565
T cell differentiation involved in immune response	-0.603302556904254	1	74.5	1	0.4048913043478261	-0.19021739130434778
T cell extravasation	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
T cell homeostasis	0	0.5541131300694455	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
T cell lineage commitment	0	0.211458443433635	95	0.7850264920029021	0.5163043478260869	0.032608695652173836
T cell mediated cytotoxicity	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
T cell mediated immunity	0	0.661982084440002	84	0.7850264920029021	0.45652173913043476	-0.08695652173913049
T cell migration	0	0.41811415654371004	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
T cell receptor signaling pathway	0	0.09527350825279954	85	0.7850264920029021	0.46195652173913043	-0.07608695652173914
T cell selection	0	0.26584652561101974	59	0.7850264920029021	0.32065217391304346	-0.3586956521739131
T cell tolerance induction	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
T follicular helper cell differentiation	0	0.36021678751093444	70	0.7850264920029021	0.3804347826086957	-0.23913043478260865
T-helper 1 cell cytokine production	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
T-helper 1 cell differentiation	0	0.07400926711074736	87.5	0.7850264920029021	0.47554347826086957	-0.048913043478260865
T-helper 1 type immune response	1.3703139466002794	0.023371034050517592	97.5	0.6442156797689732	0.529891304347826	0.059782608695652106
T-helper 17 cell differentiation	-1.3096332485220343	0.48632711902220715	48	0.7850264920029021	0.2608695652173913	-0.4782608695652174
T-helper 17 cell lineage commitment	0	1	60.5	1	0.328804347826087	-0.34239130434782605
T-helper 17 type immune response	-1.7785403733886826	0.3908146987222217	45.5	0.7850264920029021	0.24728260869565216	-0.5054347826086957
T-helper 2 cell cytokine production	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
T-helper 2 cell differentiation	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
T-helper cell differentiation	-0.6132792832639103	0.9210255658032912	72.5	0.9415195901732598	0.39402173913043476	-0.2119565217391305
T-helper cell lineage commitment	0	1	60.5	1	0.328804347826087	-0.34239130434782605
TRAIL-activated apoptotic signaling pathway	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
TRIF-dependent toll-like receptor signaling pathway	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
Toll signaling pathway	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
U2-type prespliceosome assembly	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
UMP catabolic process	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation	NA	NA	NA	NA	NA	NA
XMP biosynthetic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
XMP metabolic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
acrosome assembly	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
actin cytoskeleton reorganization	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
actin filament bundle assembly	0	0.2640931795629462	51	0.7850264920029021	0.27717391304347827	-0.44565217391304346
actin filament bundle organization	0	0.2640931795629462	51	0.7850264920029021	0.27717391304347827	-0.44565217391304346
actin filament capping	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
actin filament depolymerization	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
actin filament polymerization	0	0.7589102309040365	56	0.7991580543856889	0.30434782608695654	-0.3913043478260869
actin filament severing	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
actin filament-based movement	0	0.4968405469472406	82.5	0.7850264920029021	0.4483695652173913	-0.1032608695652174
actin polymerization or depolymerization	0	0.7589102309040365	56	0.7991580543856889	0.30434782608695654	-0.3913043478260869
actin-mediated cell contraction	NA	NA	NA	NA	NA	NA
action potential	NA	NA	NA	NA	NA	NA
activated T cell proliferation	0	0.19106175330454292	77.5	0.7850264920029021	0.421195652173913	-0.15760869565217395
activation of Janus kinase activity	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
activation of NF-kappaB-inducing kinase activity	NA	NA	NA	NA	NA	NA
activation of cysteine-type endopeptidase activity	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
activation of cysteine-type endopeptidase activity involved in apoptotic process	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
activation of phospholipase D activity	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
activation of protein kinase B activity	NA	NA	NA	NA	NA	NA
activation of protein kinase activity	0	0.5980538285610386	80	0.7850264920029021	0.43478260869565216	-0.13043478260869568
actomyosin structure organization	0	0.4968405469472406	82.5	0.7850264920029021	0.4483695652173913	-0.1032608695652174
acute inflammatory response	0	0.17703144244611943	97.5	0.7850264920029021	0.529891304347826	0.059782608695652106
acute inflammatory response to antigenic stimulus	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
acute-phase response	0	0.4176687455660709	85	0.7850264920029021	0.46195652173913043	-0.07608695652173914
acylglycerol biosynthetic process	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
adaptive thermogenesis	0	0.35267230601768607	87.5	0.7850264920029021	0.47554347826086957	-0.048913043478260865
adenosine metabolic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
adenylate cyclase-activating G protein-coupled receptor signaling pathway	0	0.743971478075057	77.5	0.7866777464599402	0.421195652173913	-0.15760869565217395
adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway	NA	NA	NA	NA	NA	NA
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	NA	NA	NA	NA	NA	NA
adiponectin-activated signaling pathway	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
adipose tissue development	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
adrenal gland development	NA	NA	NA	NA	NA	NA
adult behavior	NA	NA	NA	NA	NA	NA
aerobic electron transport chain	NA	NA	NA	NA	NA	NA
aerobic respiration	0	0.3079624674613132	64	0.7850264920029021	0.34782608695652173	-0.30434782608695654
aging	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
alcohol biosynthetic process	0	0.4968405469472406	82.5	0.7850264920029021	0.4483695652173913	-0.1032608695652174
alpha-beta T cell activation	-0.16682205144475104	0.9223623097710881	77.5	0.9420640330399562	0.421195652173913	-0.15760869565217395
alpha-beta T cell activation involved in immune response	-0.6447378387160985	0.9210255658032912	72.5	0.9415195901732598	0.39402173913043476	-0.2119565217391305
alpha-beta T cell differentiation	0.9123378365857948	0.32861854484927433	95	0.7850264920029021	0.5163043478260869	0.032608695652173836
alpha-beta T cell differentiation involved in immune response	-0.6447378387160985	0.9210255658032912	72.5	0.9415195901732598	0.39402173913043476	-0.2119565217391305
alpha-beta T cell lineage commitment	0	0.9186491455020606	62	0.9411433965506463	0.33695652173913043	-0.32608695652173914
alpha-beta T cell proliferation	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
alternative mRNA splicing, via spliceosome	0	0.36021678751093444	70	0.7850264920029021	0.3804347826086957	-0.23913043478260865
amide catabolic process	NA	NA	NA	NA	NA	NA
amino acid import across plasma membrane	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
amino sugar catabolic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
amino sugar metabolic process	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
aminoglycan biosynthetic process	0	0.2541682294681909	46.5	0.7850264920029021	0.25271739130434784	-0.4945652173913043
aminoglycan catabolic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
aminoglycan metabolic process	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
amyloid precursor protein catabolic process	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
amyloid precursor protein metabolic process	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
amyloid-beta clearance	0	0.4176687455660709	85	0.7850264920029021	0.46195652173913043	-0.07608695652173914
amyloid-beta clearance by transcytosis	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
amyloid-beta formation	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
amyloid-beta metabolic process	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
angiogenesis involved in wound healing	0	0.4968405469472406	82.5	0.7850264920029021	0.4483695652173913	-0.1032608695652174
angiotensin maturation	NA	NA	NA	NA	NA	NA
animal organ formation	NA	NA	NA	NA	NA	NA
animal organ regeneration	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
anterior/posterior pattern specification	NA	NA	NA	NA	NA	NA
antibacterial humoral response	NA	NA	NA	NA	NA	NA
antifungal innate immune response	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antigen processing and presentation	-0.6080104486922141	0.005752017708837991	29.5	0.2495736572556928	0.16032608695652173	-0.6793478260869565
antigen processing and presentation of endogenous antigen	-0.7937659917358384	9.546621311776972e-4	19	0.0903353037949764	0.10326086956521739	-0.7934782608695652
antigen processing and presentation of endogenous peptide antigen	-0.8402177411700096	0.0016870615182553435	21	0.0903353037949764	0.11413043478260869	-0.7717391304347826
antigen processing and presentation of endogenous peptide antigen via MHC class I	-1.175928528602343	5.268960905035983e-4	17	0.0903353037949764	0.09239130434782608	-0.8152173913043479
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antigen processing and presentation of endogenous peptide antigen via MHC class Ib	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antigen processing and presentation of exogenous antigen	0	0.14105939958849992	55.5	0.7850264920029021	0.3016304347826087	-0.3967391304347826
antigen processing and presentation of exogenous peptide antigen	0	0.11203165619950176	43	0.7850264920029021	0.23369565217391305	-0.5326086956521738
antigen processing and presentation of exogenous peptide antigen via MHC class I	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antigen processing and presentation of exogenous peptide antigen via MHC class II	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antigen processing and presentation of lipid antigen via MHC class Ib	NA	NA	NA	NA	NA	NA
antigen processing and presentation of peptide antigen	-0.5448567764399713	9.546621311776972e-4	19	0.0903353037949764	0.10326086956521739	-0.7934782608695652
antigen processing and presentation of peptide antigen via MHC class I	-0.7104499065946112	5.268960905035983e-4	17	0.0903353037949764	0.09239130434782608	-0.8152173913043479
antigen processing and presentation of peptide antigen via MHC class II	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antigen processing and presentation of peptide antigen via MHC class Ib	0	0.11203165619950176	43	0.7850264920029021	0.23369565217391305	-0.5326086956521738
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	-0.6876365395029137	0.0016870615182553435	21	0.0903353037949764	0.11413043478260869	-0.7717391304347826
antigen processing and presentation via MHC class Ib	0	0.5980538285610386	80	0.7850264920029021	0.43478260869565216	-0.13043478260869568
antigen processing and presentation, exogenous lipid antigen via MHC class Ib	NA	NA	NA	NA	NA	NA
antigen receptor-mediated signaling pathway	0	0.1003794246613899	105	0.7850264920029021	0.5706521739130435	0.14130434782608692
antimicrobial humoral immune response mediated by antimicrobial peptide	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
antimicrobial humoral response	0	0.5543659512881332	65	0.7850264920029021	0.3532608695652174	-0.2934782608695652
antiviral innate immune response	-0.2096475589762556	0.030564160587082088	30	0.6692694229489097	0.16304347826086957	-0.6739130434782609
apical junction assembly	NA	NA	NA	NA	NA	NA
apoptotic cell clearance	0	0.743971478075057	77.5	0.7866777464599402	0.421195652173913	-0.15760869565217395
apoptotic mitochondrial changes	0	0.35267230601768607	87.5	0.7850264920029021	0.47554347826086957	-0.048913043478260865
appendage morphogenesis	NA	NA	NA	NA	NA	NA
aromatic amino acid family catabolic process	0	0.0020048808353985374	36	0.0903353037949764	0.1956521739130435	-0.6086956521739131
aromatic amino acid transport	0	NA	60	NA	0.32608695652173914	-0.34782608695652173
artery development	0	5.450240489685043e-4	45	0.0903353037949764	0.24456521739130435	-0.5108695652173914
artery morphogenesis	0	NA	75	NA	0.4076086956521739	-0.18478260869565222
astral microtubule organization	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
astrocyte activation	0	0.23713655745297366	75	0.7850264920029021	0.4076086956521739	-0.18478260869565222
astrocyte cell migration	0	0.7150006546880892	62.5	0.7850264920029021	0.33967391304347827	-0.32065217391304346
astrocyte development	0	0.44464797121180694	67.5	0.7850264920029021	0.36684782608695654	-0.2663043478260869
