GO_term	median_diff	p_value	statistic	p_adj	auroc	norm_auroc
mitochondrial proton-transporting ATP synthase complex assembly	NA	NA	NA	NA	NA	NA
mitochondrial respiratory chain complex I assembly	NA	NA	NA	NA	NA	NA
mitochondrial respiratory chain complex assembly	NA	NA	NA	NA	NA	NA
mitochondrial translation	NA	NA	NA	NA	NA	NA
mitochondrial transport	NA	NA	NA	NA	NA	NA
mitotic DNA damage checkpoint signaling	NA	NA	NA	NA	NA	NA
mitotic DNA integrity checkpoint signaling	NA	NA	NA	NA	NA	NA
mitotic DNA replication	NA	NA	NA	NA	NA	NA
mitotic DNA replication checkpoint signaling	NA	NA	NA	NA	NA	NA
mitotic DNA replication initiation	NA	NA	NA	NA	NA	NA
mitotic G2 DNA damage checkpoint signaling	NA	NA	NA	NA	NA	NA
mitotic G2/M transition checkpoint	NA	NA	NA	NA	NA	NA
mitotic cell cycle checkpoint signaling	NA	NA	NA	NA	NA	NA
mitotic centrosome separation	NA	NA	NA	NA	NA	NA
mitotic chromosome condensation	NA	NA	NA	NA	NA	NA
mitotic cytokinesis	NA	NA	NA	NA	NA	NA
mitotic metaphase plate congression	NA	NA	NA	NA	NA	NA
mitotic nuclear membrane disassembly	NA	NA	NA	NA	NA	NA
mitotic sister chromatid cohesion	NA	NA	NA	NA	NA	NA
mitotic sister chromatid segregation	NA	NA	NA	NA	NA	NA
mitotic sister chromatid separation	NA	NA	NA	NA	NA	NA
mitotic spindle assembly	NA	NA	NA	NA	NA	NA
mitotic spindle assembly checkpoint signaling	NA	NA	NA	NA	NA	NA
mitotic spindle checkpoint signaling	NA	NA	NA	NA	NA	NA
mitotic spindle elongation	NA	NA	NA	NA	NA	NA
mitotic spindle midzone assembly	NA	NA	NA	NA	NA	NA
mitotic spindle organization	NA	NA	NA	NA	NA	NA
modulation by host of symbiont process	NA	NA	NA	NA	NA	NA
modulation by host of viral process	NA	NA	NA	NA	NA	NA
modulation by symbiont of entry into host	NA	NA	NA	NA	NA	NA
molting cycle	NA	NA	NA	NA	NA	NA
monoatomic anion homeostasis	NA	NA	NA	NA	NA	NA
monoatomic anion transport	NA	NA	NA	NA	NA	NA
monocarboxylic acid catabolic process	NA	NA	NA	NA	NA	NA
monocyte chemotaxis	NA	NA	NA	NA	NA	NA
mononuclear cell migration	NA	NA	NA	NA	NA	NA
morphogenesis of a branching epithelium	NA	NA	NA	NA	NA	NA
morphogenesis of a branching structure	NA	NA	NA	NA	NA	NA
movement in host	NA	NA	NA	NA	NA	NA
mucosal immune response	NA	NA	NA	NA	NA	NA
multi-organism reproductive process	NA	NA	NA	NA	NA	NA
multicellular organism aging	NA	NA	NA	NA	NA	NA
multicellular organismal movement	NA	NA	NA	NA	NA	NA
multicellular organismal response to stress	NA	NA	NA	NA	NA	NA
muscle adaptation	NA	NA	NA	NA	NA	NA
muscle cell proliferation	NA	NA	NA	NA	NA	NA
muscle hypertrophy	NA	NA	NA	NA	NA	NA
muscle organ morphogenesis	NA	NA	NA	NA	NA	NA
myelin maintenance	NA	NA	NA	NA	NA	NA
myelination	NA	NA	NA	NA	NA	NA
myeloid cell activation involved in immune response	NA	NA	NA	NA	NA	NA
myeloid cell homeostasis	NA	NA	NA	NA	NA	NA
myeloid leukocyte mediated immunity	NA	NA	NA	NA	NA	NA
ncRNA catabolic process	NA	NA	NA	NA	NA	NA
necroptotic process	NA	NA	NA	NA	NA	NA
necrotic cell death	NA	NA	NA	NA	NA	NA
negative regulation of DNA metabolic process	NA	NA	NA	NA	NA	NA
negative regulation of DNA replication	NA	NA	NA	NA	NA	NA
negative regulation of DNA-binding transcription factor activity	NA	NA	NA	NA	NA	NA
negative regulation of DNA-templated DNA replication	NA	NA	NA	NA	NA	NA
negative regulation of G1/S transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA
negative regulation of G2/M transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA
negative regulation of amine transport	NA	NA	NA	NA	NA	NA
negative regulation of calcium ion transmembrane transport	NA	NA	NA	NA	NA	NA
negative regulation of calcium ion transmembrane transporter activity	NA	NA	NA	NA	NA	NA
negative regulation of cartilage development	NA	NA	NA	NA	NA	NA
negative regulation of cation channel activity	NA	NA	NA	NA	NA	NA
negative regulation of cation transmembrane transport	NA	NA	NA	NA	NA	NA
negative regulation of cell cycle G1/S phase transition	NA	NA	NA	NA	NA	NA
negative regulation of cell cycle G2/M phase transition	NA	NA	NA	NA	NA	NA
negative regulation of cell division	NA	NA	NA	NA	NA	NA
negative regulation of cell junction assembly	NA	NA	NA	NA	NA	NA
negative regulation of cell killing	NA	NA	NA	NA	NA	NA
negative regulation of cell projection organization	NA	NA	NA	NA	NA	NA
negative regulation of chromosome organization	NA	NA	NA	NA	NA	NA
negative regulation of chromosome segregation	NA	NA	NA	NA	NA	NA
negative regulation of chromosome separation	NA	NA	NA	NA	NA	NA
negative regulation of cold-induced thermogenesis	NA	NA	NA	NA	NA	NA
negative regulation of cyclin-dependent protein kinase activity	NA	NA	NA	NA	NA	NA
negative regulation of cyclin-dependent protein serine/threonine kinase activity	NA	NA	NA	NA	NA	NA
negative regulation of cytokine production involved in immune response	NA	NA	NA	NA	NA	NA
negative regulation of cytokinesis	NA	NA	NA	NA	NA	NA
negative regulation of developmental growth	NA	NA	NA	NA	NA	NA
negative regulation of endopeptidase activity	NA	NA	NA	NA	NA	NA
negative regulation of endothelial cell apoptotic process	NA	NA	NA	NA	NA	NA
negative regulation of epithelial cell apoptotic process	NA	NA	NA	NA	NA	NA
negative regulation of epithelial cell migration	NA	NA	NA	NA	NA	NA
negative regulation of epithelial cell proliferation	NA	NA	NA	NA	NA	NA
negative regulation of fibroblast proliferation	NA	NA	NA	NA	NA	NA
negative regulation of gene expression via chromosomal DNA cytosine methylation	NA	NA	NA	NA	NA	NA
negative regulation of homotypic cell-cell adhesion	NA	NA	NA	NA	NA	NA
negative regulation of hormone secretion	NA	NA	NA	NA	NA	NA
negative regulation of immune effector process	NA	NA	NA	NA	NA	NA
negative regulation of interleukin-6 production	NA	NA	NA	NA	NA	NA
negative regulation of ion transmembrane transporter activity	NA	NA	NA	NA	NA	NA
negative regulation of leukocyte activation	NA	NA	NA	NA	NA	NA
negative regulation of leukocyte apoptotic process	NA	NA	NA	NA	NA	NA
negative regulation of leukocyte mediated cytotoxicity	NA	NA	NA	NA	NA	NA
negative regulation of leukocyte mediated immunity	NA	NA	NA	NA	NA	NA
negative regulation of lymphocyte proliferation	NA	NA	NA	NA	NA	NA
negative regulation of megakaryocyte differentiation	NA	NA	NA	NA	NA	NA
negative regulation of meiotic cell cycle	NA	NA	NA	NA	NA	NA
negative regulation of metaphase/anaphase transition of cell cycle	NA	NA	NA	NA	NA	NA
negative regulation of mitochondrion organization	NA	NA	NA	NA	NA	NA
negative regulation of mitotic cell cycle phase transition	NA	NA	NA	NA	NA	NA
negative regulation of mitotic metaphase/anaphase transition	NA	NA	NA	NA	NA	NA
negative regulation of mitotic nuclear division	NA	NA	NA	NA	NA	NA
negative regulation of mitotic sister chromatid segregation	NA	NA	NA	NA	NA	NA
negative regulation of mitotic sister chromatid separation	NA	NA	NA	NA	NA	NA
negative regulation of monoatomic ion transmembrane transport	NA	NA	NA	NA	NA	NA
negative regulation of monoatomic ion transport	NA	NA	NA	NA	NA	NA
negative regulation of mononuclear cell proliferation	NA	NA	NA	NA	NA	NA
negative regulation of myeloid leukocyte differentiation	NA	NA	NA	NA	NA	NA
negative regulation of necroptotic process	NA	NA	NA	NA	NA	NA
negative regulation of necrotic cell death	NA	NA	NA	NA	NA	NA
negative regulation of neuron apoptotic process	NA	NA	NA	NA	NA	NA
negative regulation of nuclear division	NA	NA	NA	NA	NA	NA
negative regulation of peptide secretion	NA	NA	NA	NA	NA	NA
negative regulation of production of molecular mediator of immune response	NA	NA	NA	NA	NA	NA
negative regulation of programmed necrotic cell death	NA	NA	NA	NA	NA	NA
negative regulation of protein binding	NA	NA	NA	NA	NA	NA
negative regulation of protein ubiquitination	NA	NA	NA	NA	NA	NA
negative regulation of response to DNA damage stimulus	NA	NA	NA	NA	NA	NA
negative regulation of secretion	NA	NA	NA	NA	NA	NA
negative regulation of secretion by cell	NA	NA	NA	NA	NA	NA
negative regulation of sequestering of calcium ion	NA	NA	NA	NA	NA	NA
negative regulation of sister chromatid segregation	NA	NA	NA	NA	NA	NA
negative regulation of smooth muscle cell proliferation	NA	NA	NA	NA	NA	NA
negative regulation of smooth muscle contraction	NA	NA	NA	NA	NA	NA
negative regulation of stem cell proliferation	NA	NA	NA	NA	NA	NA
negative regulation of transmembrane transport	NA	NA	NA	NA	NA	NA
negative regulation of transporter activity	NA	NA	NA	NA	NA	NA
negative regulation of ubiquitin-protein transferase activity	NA	NA	NA	NA	NA	NA
negative regulation of vascular endothelial cell proliferation	NA	NA	NA	NA	NA	NA
negative regulation of voltage-gated calcium channel activity	NA	NA	NA	NA	NA	NA
nephric duct formation	NA	NA	NA	NA	NA	NA
nephron epithelium development	NA	NA	NA	NA	NA	NA
nephron epithelium morphogenesis	NA	NA	NA	NA	NA	NA
nephron morphogenesis	NA	NA	NA	NA	NA	NA
nephron tubule development	NA	NA	NA	NA	NA	NA
nephron tubule epithelial cell differentiation	NA	NA	NA	NA	NA	NA
nephron tubule morphogenesis	NA	NA	NA	NA	NA	NA
nerve development	NA	NA	NA	NA	NA	NA
neural nucleus development	NA	NA	NA	NA	NA	NA
neuroinflammatory response	NA	NA	NA	NA	NA	NA
neuromuscular process	NA	NA	NA	NA	NA	NA
neuron cellular homeostasis	0	0.6962703401140229	50	0.8268210288854022	0.2717391304347826	-0.4565217391304348
neuron projection organization	NA	NA	NA	NA	NA	NA
neuropeptide signaling pathway	NA	NA	NA	NA	NA	NA
neurotransmitter transport	NA	NA	NA	NA	NA	NA
neutral lipid biosynthetic process	NA	NA	NA	NA	NA	NA
neutrophil migration	NA	NA	NA	NA	NA	NA
nicotinamide nucleotide metabolic process	NA	NA	NA	NA	NA	NA
nuclear DNA replication	NA	NA	NA	NA	NA	NA
nuclear cell cycle DNA replication initiation	NA	NA	NA	NA	NA	NA
nuclear migration	NA	NA	NA	NA	NA	NA
nucleobase metabolic process	NA	NA	NA	NA	NA	NA
nucleoside bisphosphate metabolic process	NA	NA	NA	NA	NA	NA
nucleoside monophosphate biosynthetic process	NA	NA	NA	NA	NA	NA
nucleoside monophosphate metabolic process	NA	NA	NA	NA	NA	NA
nucleoside triphosphate biosynthetic process	NA	NA	NA	NA	NA	NA
nucleosome assembly	NA	NA	NA	NA	NA	NA
nucleosome organization	NA	NA	NA	NA	NA	NA
nucleus localization	NA	NA	NA	NA	NA	NA
odontogenesis	NA	NA	NA	NA	NA	NA
odontogenesis of dentin-containing tooth	NA	NA	NA	NA	NA	NA
olefinic compound metabolic process	NA	NA	NA	NA	NA	NA
oligosaccharide biosynthetic process	NA	NA	NA	NA	NA	NA
oligosaccharide metabolic process	NA	NA	NA	NA	NA	NA
organ growth	NA	NA	NA	NA	NA	NA
organ induction	NA	NA	NA	NA	NA	NA
organ or tissue specific immune response	NA	NA	NA	NA	NA	NA
organic acid transmembrane transport	NA	NA	NA	NA	NA	NA
organic hydroxy compound catabolic process	NA	NA	NA	NA	NA	NA
organophosphate catabolic process	NA	NA	NA	NA	NA	NA
osteoclast differentiation	0	0.2601780142863338	61	0.6859060497111903	0.33152173913043476	-0.3369565217391305
ovarian follicle development	NA	NA	NA	NA	NA	NA
ovulation cycle	NA	NA	NA	NA	NA	NA
ovulation cycle process	NA	NA	NA	NA	NA	NA
oxidative phosphorylation	NA	NA	NA	NA	NA	NA
pancreas development	NA	NA	NA	NA	NA	NA
peptidyl-cysteine modification	NA	NA	NA	NA	NA	NA
peptidyl-threonine modification	NA	NA	NA	NA	NA	NA
peptidyl-threonine phosphorylation	NA	NA	NA	NA	NA	NA
phasic smooth muscle contraction	NA	NA	NA	NA	NA	NA
phenol-containing compound catabolic process	NA	NA	NA	NA	NA	NA
phenol-containing compound metabolic process	NA	NA	NA	NA	NA	NA
phosphatidylcholine biosynthetic process	NA	NA	NA	NA	NA	NA
phosphatidylcholine catabolic process	NA	NA	NA	NA	NA	NA
phosphatidylcholine metabolic process	NA	NA	NA	NA	NA	NA
phosphatidylinositol 3-kinase signaling	NA	NA	NA	NA	NA	NA
phosphatidylinositol-mediated signaling	NA	NA	NA	NA	NA	NA
phosphatidylserine metabolic process	NA	NA	NA	NA	NA	NA
phospholipase C-activating G protein-coupled receptor signaling pathway	NA	NA	NA	NA	NA	NA
phospholipid efflux	NA	NA	NA	NA	NA	NA
placenta development	NA	NA	NA	NA	NA	NA
plasma lipoprotein particle assembly	NA	NA	NA	NA	NA	NA
plasma lipoprotein particle clearance	NA	NA	NA	NA	NA	NA
plasma lipoprotein particle remodeling	NA	NA	NA	NA	NA	NA
platelet activation	NA	NA	NA	NA	NA	NA
polysaccharide metabolic process	NA	NA	NA	NA	NA	NA
positive chemotaxis	NA	NA	NA	NA	NA	NA
positive regulation of B cell activation	NA	NA	NA	NA	NA	NA
positive regulation of DNA binding	NA	NA	NA	NA	NA	NA
positive regulation of DNA biosynthetic process	NA	NA	NA	NA	NA	NA
positive regulation of DNA repair	NA	NA	NA	NA	NA	NA
positive regulation of DNA replication	NA	NA	NA	NA	NA	NA
positive regulation of DNA-directed DNA polymerase activity	NA	NA	NA	NA	NA	NA
positive regulation of DNA-templated DNA replication	NA	NA	NA	NA	NA	NA
positive regulation of DNA-templated transcription initiation	NA	NA	NA	NA	NA	NA
positive regulation of G1/S transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA
positive regulation of G2/M transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA
positive regulation of adenylate cyclase activity	NA	NA	NA	NA	NA	NA
positive regulation of angiogenesis	NA	NA	NA	NA	NA	NA
positive regulation of antigen receptor-mediated signaling pathway	NA	NA	NA	NA	NA	NA
positive regulation of apoptotic signaling pathway	NA	NA	NA	NA	NA	NA
positive regulation of attachment of mitotic spindle microtubules to kinetochore	NA	NA	NA	NA	NA	NA
positive regulation of attachment of spindle microtubules to kinetochore	NA	NA	NA	NA	NA	NA
positive regulation of behavior	NA	NA	NA	NA	NA	NA
positive regulation of binding	NA	NA	NA	NA	NA	NA
positive regulation of calcium ion transmembrane transport	NA	NA	NA	NA	NA	NA
positive regulation of calcium ion transmembrane transporter activity	NA	NA	NA	NA	NA	NA
positive regulation of calcium ion transport	NA	NA	NA	NA	NA	NA
positive regulation of calcium ion transport into cytosol	NA	NA	NA	NA	NA	NA
positive regulation of cardiac muscle cell apoptotic process	NA	NA	NA	NA	NA	NA
positive regulation of cation channel activity	NA	NA	NA	NA	NA	NA
positive regulation of cation transmembrane transport	NA	NA	NA	NA	NA	NA
positive regulation of cell cycle G1/S phase transition	NA	NA	NA	NA	NA	NA
positive regulation of cell cycle G2/M phase transition	NA	NA	NA	NA	NA	NA
positive regulation of cell cycle checkpoint	NA	NA	NA	NA	NA	NA
positive regulation of cell cycle phase transition	NA	NA	NA	NA	NA	NA
positive regulation of cell division	0	0.6785094839115884	57	0.8268210288854022	0.30978260869565216	-0.3804347826086957
positive regulation of cell growth	NA	NA	NA	NA	NA	NA
positive regulation of cell-substrate adhesion	NA	NA	NA	NA	NA	NA
positive regulation of cellular response to insulin stimulus	NA	NA	NA	NA	NA	NA
positive regulation of chemokine production	NA	NA	NA	NA	NA	NA
positive regulation of chemotaxis	NA	NA	NA	NA	NA	NA
positive regulation of cholesterol transport	NA	NA	NA	NA	NA	NA
positive regulation of chromosome condensation	NA	NA	NA	NA	NA	NA
positive regulation of chromosome organization	NA	NA	NA	NA	NA	NA
positive regulation of chromosome segregation	NA	NA	NA	NA	NA	NA
positive regulation of chromosome separation	NA	NA	NA	NA	NA	NA
positive regulation of cyclase activity	NA	NA	NA	NA	NA	NA
positive regulation of cyclic-nucleotide phosphodiesterase activity	NA	NA	NA	NA	NA	NA
positive regulation of cytokinesis	NA	NA	NA	NA	NA	NA
positive regulation of cytoskeleton organization	NA	NA	NA	NA	NA	NA
positive regulation of cytosolic calcium ion concentration	NA	NA	NA	NA	NA	NA
positive regulation of deoxyribonuclease activity	NA	NA	NA	NA	NA	NA
positive regulation of developmental growth	NA	NA	NA	NA	NA	NA
positive regulation of double-strand break repair	NA	NA	NA	NA	NA	NA
positive regulation of endocytosis	0	0.2601780142863338	61	0.6859060497111903	0.33152173913043476	-0.3369565217391305
positive regulation of endothelial cell chemotaxis	NA	NA	NA	NA	NA	NA
positive regulation of endothelial cell proliferation	NA	NA	NA	NA	NA	NA
positive regulation of epidermis development	NA	NA	NA	NA	NA	NA
positive regulation of epithelial cell differentiation	NA	NA	NA	NA	NA	NA
positive regulation of epithelial cell migration	NA	NA	NA	NA	NA	NA
positive regulation of epithelial cell proliferation	NA	NA	NA	NA	NA	NA
positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	NA	NA	NA	NA	NA	NA
positive regulation of extrinsic apoptotic signaling pathway	NA	NA	NA	NA	NA	NA
positive regulation of follicle-stimulating hormone secretion	NA	NA	NA	NA	NA	NA
positive regulation of gonadotropin secretion	NA	NA	NA	NA	NA	NA
positive regulation of heart rate by epinephrine-norepinephrine	NA	NA	NA	NA	NA	NA
positive regulation of hormone secretion	NA	NA	NA	NA	NA	NA
positive regulation of inflammatory response	NA	NA	NA	NA	NA	NA
positive regulation of inositol trisphosphate biosynthetic process	NA	NA	NA	NA	NA	NA
positive regulation of insulin receptor signaling pathway	NA	NA	NA	NA	NA	NA
positive regulation of insulin secretion	NA	NA	NA	NA	NA	NA
positive regulation of interleukin-8 production	NA	NA	NA	NA	NA	NA
positive regulation of isotype switching to IgA isotypes	NA	NA	NA	NA	NA	NA
positive regulation of leukocyte chemotaxis	NA	NA	NA	NA	NA	NA
positive regulation of leukocyte migration	NA	NA	NA	NA	NA	NA
positive regulation of leukocyte proliferation	NA	NA	NA	NA	NA	NA
positive regulation of lipid biosynthetic process	NA	NA	NA	NA	NA	NA
positive regulation of lipid localization	NA	NA	NA	NA	NA	NA
positive regulation of lipid metabolic process	NA	NA	NA	NA	NA	NA
positive regulation of lyase activity	NA	NA	NA	NA	NA	NA
positive regulation of lymphocyte proliferation	NA	NA	NA	NA	NA	NA
positive regulation of macrophage cytokine production	NA	NA	NA	NA	NA	NA
positive regulation of membrane protein ectodomain proteolysis	NA	NA	NA	NA	NA	NA
positive regulation of miRNA-mediated gene silencing	NA	NA	NA	NA	NA	NA
positive regulation of mitotic cell cycle	NA	NA	NA	NA	NA	NA
positive regulation of mitotic cell cycle phase transition	0	0.6785094839115884	57	0.8268210288854022	0.30978260869565216	-0.3804347826086957
positive regulation of mitotic cell cycle spindle assembly checkpoint	NA	NA	NA	NA	NA	NA
positive regulation of mitotic cytokinesis	NA	NA	NA	NA	NA	NA
positive regulation of mitotic sister chromatid separation	NA	NA	NA	NA	NA	NA
positive regulation of monoatomic ion transmembrane transport	NA	NA	NA	NA	NA	NA
positive regulation of mononuclear cell migration	NA	NA	NA	NA	NA	NA
positive regulation of mononuclear cell proliferation	NA	NA	NA	NA	NA	NA
positive regulation of multicellular organism growth	NA	NA	NA	NA	NA	NA
positive regulation of muscle contraction	NA	NA	NA	NA	NA	NA
positive regulation of myelination	NA	NA	NA	NA	NA	NA
positive regulation of myeloid cell differentiation	NA	NA	NA	NA	NA	NA
positive regulation of myoblast proliferation	NA	NA	NA	NA	NA	NA
positive regulation of nervous system process	NA	NA	NA	NA	NA	NA
positive regulation of neuron death	NA	NA	NA	NA	NA	NA
positive regulation of nuclease activity	NA	NA	NA	NA	NA	NA
positive regulation of pathway-restricted SMAD protein phosphorylation	NA	NA	NA	NA	NA	NA
positive regulation of peptide hormone secretion	NA	NA	NA	NA	NA	NA
positive regulation of peptide secretion	NA	NA	NA	NA	NA	NA
positive regulation of peptidyl-tyrosine phosphorylation	NA	NA	NA	NA	NA	NA
positive regulation of phosphatidylinositol 3-kinase signaling	NA	NA	NA	NA	NA	NA
positive regulation of phospholipid metabolic process	NA	NA	NA	NA	NA	NA
positive regulation of post-transcriptional gene silencing	NA	NA	NA	NA	NA	NA
positive regulation of post-transcriptional gene silencing by RNA	NA	NA	NA	NA	NA	NA
positive regulation of protein catabolic process in the vacuole	NA	NA	NA	NA	NA	NA
positive regulation of protein tyrosine kinase activity	NA	NA	NA	NA	NA	NA
positive regulation of receptor-mediated endocytosis	NA	NA	NA	NA	NA	NA
positive regulation of release of sequestered calcium ion into cytosol	NA	NA	NA	NA	NA	NA
positive regulation of response to DNA damage stimulus	NA	NA	NA	NA	NA	NA
positive regulation of small molecule metabolic process	NA	NA	NA	NA	NA	NA
positive regulation of smooth muscle contraction	NA	NA	NA	NA	NA	NA
positive regulation of spindle assembly	NA	NA	NA	NA	NA	NA
positive regulation of spindle checkpoint	NA	NA	NA	NA	NA	NA
positive regulation of sterol transport	NA	NA	NA	NA	NA	NA
positive regulation of striated muscle cell apoptotic process	NA	NA	NA	NA	NA	NA
positive regulation of striated muscle contraction	NA	NA	NA	NA	NA	NA
positive regulation of supramolecular fiber organization	NA	NA	NA	NA	NA	NA
positive regulation of tumor necrosis factor production	NA	NA	NA	NA	NA	NA
positive regulation of tumor necrosis factor superfamily cytokine production	NA	NA	NA	NA	NA	NA
positive regulation of vascular endothelial growth factor production	NA	NA	NA	NA	NA	NA
positive regulation of vascular permeability	NA	NA	NA	NA	NA	NA
positive regulation of vasculature development	NA	NA	NA	NA	NA	NA
positive regulation of viral process	NA	NA	NA	NA	NA	NA
post-translational protein modification	NA	NA	NA	NA	NA	NA
postreplication repair	NA	NA	NA	NA	NA	NA
production of molecular mediator involved in inflammatory response	NA	NA	NA	NA	NA	NA
prostate gland development	NA	NA	NA	NA	NA	NA
prostate gland growth	NA	NA	NA	NA	NA	NA
proteasome assembly	NA	NA	NA	NA	NA	NA
protein N-linked glycosylation via asparagine	NA	NA	NA	NA	NA	NA
protein catabolic process in the vacuole	NA	NA	NA	NA	NA	NA
protein depolymerization	NA	NA	NA	NA	NA	NA
protein kinase B signaling	NA	NA	NA	NA	NA	NA
protein localization to CENP-A containing chromatin	NA	NA	NA	NA	NA	NA
protein localization to centrosome	NA	NA	NA	NA	NA	NA
protein localization to chromosome	NA	NA	NA	NA	NA	NA
protein localization to chromosome, centromeric region	NA	NA	NA	NA	NA	NA
protein localization to condensed chromosome	NA	NA	NA	NA	NA	NA
protein localization to cytoskeleton	NA	NA	NA	NA	NA	NA
protein localization to kinetochore	NA	NA	NA	NA	NA	NA
protein localization to microtubule cytoskeleton	NA	NA	NA	NA	NA	NA
protein localization to microtubule organizing center	NA	NA	NA	NA	NA	NA
protein localization to mitochondrion	NA	NA	NA	NA	NA	NA
protein monoubiquitination	NA	NA	NA	NA	NA	NA
protein palmitoylation	NA	NA	NA	NA	NA	NA
protein-containing complex remodeling	NA	NA	NA	NA	NA	NA
protein-lipid complex remodeling	NA	NA	NA	NA	NA	NA
proton motive force-driven ATP synthesis	0	0.32490286565266907	42.5	0.6859060497111903	0.23097826086956522	-0.5380434782608696
proton motive force-driven mitochondrial ATP synthesis	0	0.32490286565266907	42.5	0.6859060497111903	0.23097826086956522	-0.5380434782608696
proton transmembrane transport	NA	NA	NA	NA	NA	NA
proton-transporting ATP synthase complex assembly	NA	NA	NA	NA	NA	NA
purine nucleobase metabolic process	NA	NA	NA	NA	NA	NA
purine nucleoside bisphosphate metabolic process	NA	NA	NA	NA	NA	NA
purine nucleoside monophosphate biosynthetic process	NA	NA	NA	NA	NA	NA
purine nucleoside monophosphate metabolic process	NA	NA	NA	NA	NA	NA
purine nucleoside triphosphate biosynthetic process	NA	NA	NA	NA	NA	NA
purine ribonucleoside monophosphate biosynthetic process	NA	NA	NA	NA	NA	NA
purine ribonucleoside monophosphate metabolic process	NA	NA	NA	NA	NA	NA
purine ribonucleoside triphosphate biosynthetic process	0	0.32490286565266907	42.5	0.6859060497111903	0.23097826086956522	-0.5380434782608696
purinergic nucleotide receptor signaling pathway	0	0.05096193696776331	63	0.6455178682583352	0.3423913043478261	-0.3152173913043478
pyridine nucleotide metabolic process	NA	NA	NA	NA	NA	NA
pyridine-containing compound metabolic process	NA	NA	NA	NA	NA	NA
pyrimidine deoxyribonucleoside triphosphate metabolic process	NA	NA	NA	NA	NA	NA
pyrimidine deoxyribonucleotide biosynthetic process	NA	NA	NA	NA	NA	NA
pyrimidine deoxyribonucleotide metabolic process	NA	NA	NA	NA	NA	NA
pyrimidine nucleobase metabolic process	NA	NA	NA	NA	NA	NA
pyrimidine nucleoside diphosphate biosynthetic process	NA	NA	NA	NA	NA	NA
pyrimidine nucleoside monophosphate biosynthetic process	NA	NA	NA	NA	NA	NA
pyrimidine nucleoside triphosphate biosynthetic process	NA	NA	NA	NA	NA	NA
pyrimidine nucleoside triphosphate metabolic process	NA	NA	NA	NA	NA	NA
pyrimidine nucleotide biosynthetic process	NA	NA	NA	NA	NA	NA
pyrimidine nucleotide metabolic process	NA	NA	NA	NA	NA	NA
pyrimidine ribonucleotide biosynthetic process	NA	NA	NA	NA	NA	NA
pyrimidine-containing compound biosynthetic process	NA	NA	NA	NA	NA	NA
pyrimidine-containing compound metabolic process	NA	NA	NA	NA	NA	NA
rRNA catabolic process	NA	NA	NA	NA	NA	NA
receptor catabolic process	NA	NA	NA	NA	NA	NA
receptor guanylyl cyclase signaling pathway	NA	NA	NA	NA	NA	NA
receptor metabolic process	0	0.6962703401140229	50	0.8268210288854022	0.2717391304347826	-0.4565217391304348
receptor recycling	NA	NA	NA	NA	NA	NA
receptor signaling pathway via JAK-STAT	NA	NA	NA	NA	NA	NA
receptor signaling pathway via STAT	NA	NA	NA	NA	NA	NA
reciprocal homologous recombination	NA	NA	NA	NA	NA	NA
reciprocal meiotic recombination	NA	NA	NA	NA	NA	NA
recombinational repair	NA	NA	NA	NA	NA	NA
regeneration	NA	NA	NA	NA	NA	NA
regulation of B cell receptor signaling pathway	NA	NA	NA	NA	NA	NA
regulation of DNA binding	NA	NA	NA	NA	NA	NA
regulation of DNA biosynthetic process	NA	NA	NA	NA	NA	NA
regulation of DNA damage checkpoint	NA	NA	NA	NA	NA	NA
regulation of DNA recombination	NA	NA	NA	NA	NA	NA
regulation of DNA replication	NA	NA	NA	NA	NA	NA
regulation of DNA-directed DNA polymerase activity	NA	NA	NA	NA	NA	NA
regulation of DNA-templated DNA replication	NA	NA	NA	NA	NA	NA
regulation of DNA-templated DNA replication initiation	NA	NA	NA	NA	NA	NA
regulation of G protein-coupled receptor signaling pathway	NA	NA	NA	NA	NA	NA
regulation of G1/S transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA
regulation of G2/M transition of mitotic cell cycle	NA	NA	NA	NA	NA	NA
regulation of MAP kinase activity	NA	NA	NA	NA	NA	NA
regulation of Ras protein signal transduction	NA	NA	NA	NA	NA	NA
regulation of Rho protein signal transduction	NA	NA	NA	NA	NA	NA
regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	NA	NA	NA	NA	NA	NA
regulation of T cell proliferation	NA	NA	NA	NA	NA	NA
regulation of T cell receptor signaling pathway	NA	NA	NA	NA	NA	NA
regulation of T cell tolerance induction	NA	NA	NA	NA	NA	NA
regulation of actin filament bundle assembly	NA	NA	NA	NA	NA	NA
regulation of actin filament length	NA	NA	NA	NA	NA	NA
regulation of actin filament polymerization	NA	NA	NA	NA	NA	NA
regulation of actin polymerization or depolymerization	NA	NA	NA	NA	NA	NA
regulation of action potential	NA	NA	NA	NA	NA	NA
regulation of adenylate cyclase activity	NA	NA	NA	NA	NA	NA
regulation of amine transport	NA	NA	NA	NA	NA	NA
regulation of antigen receptor-mediated signaling pathway	NA	NA	NA	NA	NA	NA
