significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
pirarubicin	0	0	2	2	Launched	topoisomerase inhibitor	TOP2A	oncology	breast cancer
piroxicam	0	0	2	2	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
pravastatin	0	0	2	2	Launched	HMGCR inhibitor	HMGCR|SLCO1B1	endocrinology|cardiology	hypercholesterolemia|myocardial infarction|hyperlipidemia
probenecid	0	0	2	2	Launched	uricosuric blocker	PANX1|SLC22A11|SLC22A6|SLC22A8|SLCO1C1	nephrology|rheumatology	hyperuricemia|gout
procarbazine	0	0	2	2	Launched	monoamine oxidase inhibitor		hematologic malignancy	Hodgkin's lymphoma
procyclidine	0	0	2	2	Launched	acetylcholine receptor antagonist		neurology/psychiatry	parkinsonism|Parkinson's Disease|akathisia|dystonia
propylthiouracil	0	0	2	2	Launched	thyroid peroxidase inhibitor	DIO1|TPO	endocrinology	hyperthyroidism|Grave's disease|goiter
proxymetacaine	0	0	2	2	Launched	sodium channel blocker	SCN10A|SCN5A	neurology/psychiatry	anesthetic
quercetin	0	0	2	2	Launched	polar auxin transport inhibitor	ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1	neurology/psychiatry|allergy	fatigue|allergic rhinitis|drowsiness
reboxetine	0	0	2	2	Launched	adrenergic receptor antagonist	SLC6A2	neurology/psychiatry	depression
repaglinide	0	0	2	2	Launched	insulin secretagogue	ABCC8|KCNJ11|PPARG	endocrinology	diabetes mellitus
risperidone	0	0	2	2	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|HTR7	neurology/psychiatry	schizophrenia|bipolar disorder|irritability
rosmarinic-acid	0	0	2	2	Launched	GABA transaminase inhibitor	MCL1|TYR		
rutin	0	0	2	2	Launched	antioxidant|capillary stabilizing agent|nitric oxide scavenger	AKR1C3	rheumatology|otolaryngology|gastroenterology|neurology/psychiatry|allergy	joint pain|nasal congestion|constipation|irritability|allergic rhinitis
safinamide	0	0	2	2	Launched	dopamine reuptake inhibitor|glutamate inhibitor|monoamine oxidase inhibitor	MAOB	neurology/psychiatry	Parkinson's Disease
scopolamine	0	0	2	2	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|SI	neurology/psychiatry|gastroenterology	motion sickness|vomiting|nausea
spironolactone	0	0	2	2	Launched	mineralocorticoid receptor antagonist	AR|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CYP11B2|NR3C1|NR3C2|PGR|SHBG	endocrinology|cardiology|gastroenterology|rheumatology	hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
sulfasalazine	0	0	2	2	Launched	cyclooxygenase inhibitor	ACAT1|ALOX5|CHUK|IKBKB|PLA2G1B|PPARG|PTGS1|PTGS2|SLC46A1|SLC7A11|TBXAS1	gastroenterology	ulcerative colitis
temozolomide	0	0	2	2	Launched	DNA alkylating agent	MGMT	oncology	glioblastoma|astrocytoma
terguride	0	0	2	2	Launched	dopamine receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease
thalidomide	0	0	2	2	Launched	tumor necrosis factor production inhibitor	TNF	oncology	myeloma
thiotepa	0	0	2	2	Launched	cytochrome P450 inhibitor	CYP2B6|CYP3A4	oncology	breast cancer|ovarian cancer|bladder cancer
thiothixene	1	1	0	2	Launched	dopamine receptor antagonist	DRD1|DRD2|HRH1|HTR2A	neurology/psychiatry	schizophrenia
tivozanib	0	2	0	2	Launched	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	oncology	renal cell carcinoma (RCC)
tolazamide	0	0	2	2	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ10|KCNJ11	endocrinology	diabetes mellitus
trazodone	0	0	2	2	Launched	adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor	ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4	neurology/psychiatry	depression
tretinoin	1	1	0	2	Launched	retinoid receptor agonist|retinoid receptor ligand	ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG	hematologic malignancy	acute promyelocytic leukemia (APL)
verapamil	0	0	2	2	Launched	calcium channel blocker	CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4	cardiology	hypertension
warfarin	0	0	2	2	Launched	vitamin K antagonist	VKORC1	hematology|cardiology	deep vein thrombosis (DVT)|pulmonary embolism (PE)|atrial fibrillation (AF)|myocardial infarction
xylazine	0	0	2	2	Launched	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C	neurology/psychiatry	anesthetic
yohimbine	0	0	2	2	Launched	adrenergic receptor antagonist	ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|KCNJ1|KCNJ10|KCNJ11|KCNJ12|KCNJ14|KCNJ15|KCNJ8	cardiology	cardiac arrythmia|bradycardia
zafirlukast	0	0	2	2	Launched	leukotriene receptor antagonist	CYSLTR1|CYSLTR2	pulmonary	asthma
zileuton	0	0	2	2	Launched	leukotriene synthesis inhibitor|lipoxygenase inhibitor	ALOX5	pulmonary	asthma
zolmitriptan	0	0	2	2	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	neurology/psychiatry	migraine headache
alfuzosin	0	0	1	1	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	urology	benign prostatic hyperplasia (BPH)
alprenolol	0	0	1	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2	cardiology	angina pectoris
amiloride	0	0	1	1	Launched	sodium channel blocker	AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2	cardiology	hypertension|congestive heart failure
aspirin	0	0	1	1	Launched	cyclooxygenase inhibitor	AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53	neurology/psychiatry|endocrinology|dental	headache|fever|toothache|muscle pain
azasetron	0	0	1	1	Launched	serotonin receptor antagonist	HTR3A|HTR3B	infectious disease	genitial herpes
azathioprine	0	0	1	1	Launched	dehydrogenase inhibitor	HPRT1|IMPDH1|PPAT	transplant|rheumatology	renal homotransplantation|rheumatoid arthritis
benazepril	0	0	1	1	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension
benzbromarone	0	1	0	1	Launched	chloride channel blocker	ABCC1	rheumatology	gout
benzylpenicillin	0	0	1	1	Launched	penicillin binding protein inhibitor		infectious disease	celluitis|meningitis|endocarditis|syphilis|pneumonia|bacterial septicemia
bicalutamide	0	0	1	1	Launched	androgen receptor antagonist	AR	oncology	prostate cancer
bifemelane	0	0	1	1	Launched	acetylcholine release enhancer	MAOA|MAOB	ophthalmology|neurology/psychiatry	glaucoma|senile dementia
biperiden	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	neurology/psychiatry	Parkinson's Disease
bisoprolol	0	0	1	1	Launched	adrenergic receptor antagonist	ADRB1	cardiology	hypertension
brinzolamide	0	0	1	1	Launched	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA5A|CA7	ophthalmology	intraocular pressure|glaucoma|ocular hypertension
brompheniramine	0	0	1	1	Launched	histamine receptor antagonist	HRH1	allergy|otolaryngology	allergic rhinitis|common cold
bupropion	0	0	1	1	Launched	dopamine reuptake inhibitor	SLC6A2|SLC6A3	neurology/psychiatry	depression
capecitabine	0	0	1	1	Launched	DNA synthesis inhibitor|thymidylate synthase inhibitor	TYMS	oncology	breast cancer|colorectal cancer
carbamazepine	0	0	1	1	Launched	carboxamide antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures
carbenoxolone	0	0	1	1	Launched	11-beta hydroxysteroid dehydrogenase inhibitor	GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|HSD11B1|PANX1|PANX2|PANX3	gastroenterology|dental	peptic ulcer disease (PUD)|mouth inflammation
carbidopa	0	0	1	1	Launched	aromatic L-amino acid decarboxylase inhibitor	DDC	neurology/psychiatry	Parkinson's Disease
celecoxib	0	0	1	1	Launched	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2	rheumatology|endocrinology	osteoarthritis|rheumatoid arthritis|ankylosing spondylitis|primary dysmenorrhea (PD)
cilastatin	0	0	1	1	Launched	dehydropeptidase inhibitor	DPEP1		
citalopram	0	0	1	1	Launched	selective serotonin reuptake inhibitor (SSRI)	ADRA1A|CHRM1|HRH1|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression
clofarabine	0	1	0	1	Launched	ribonucleotide reductase inhibitor	POLA1|POLD1|POLE|RRM1|RRM2|RRM2B	hematologic malignancy	acute lymphoblastic leukemia (ALL)
clofibric-acid	0	0	1	1	Launched	PPAR receptor agonist	PPARA	endocrinology	hyperlipidemia
clomipramine	0	0	1	1	Launched	serotonin transporter (SERT) inhibitor	GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	obsessive compulsive disorder (OCD)
clopidogrel	0	0	1	1	Launched	purinergic receptor antagonist	P2RY12	cardiology|neurology/psychiatry	myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS)
cyclopentolate	0	0	1	1	Launched	acetylcholine receptor antagonist		ophthalmology	mydriasis|cycloplegia
decitabine	0	0	1	1	Launched	DNA methyltransferase inhibitor	DNMT1|DNMT3A	hematologic malignancy|hematology	myelodysplastic diseases (MDS)|anemia|chronic myeloid leukemia (CML)
dextromethorphan	0	0	1	1	Launched	glutamate receptor antagonist|sigma receptor agonist	CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBA|CYBB|GRIN3A|NCF1|NCF2|NCF4|OPRD1|OPRK1|OPRM1|PGRMC1|RAC1|RAC2|SIGMAR1|SLC6A2|SLC6A4	pulmonary	cough suppressant
diclofenamide	0	0	1	1	Launched	carbonic anhydrase inhibitor	CA1|CA12|CA2|CA4|CA7	ophthalmology|neurology/psychiatry	glaucoma|epilepsy
dicycloverine	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3	gastroenterology	irritable bowel syndrome
diflunisal	0	1	0	1	Launched	prostanoid receptor antagonist	PTGS1|PTGS2	rheumatology	rheumatoid arthritis|osteoarthritis
dihydroergocristine	0	0	1	1	Launched	adrenergic receptor antagonist|prolactin inhibitor	ADRA1A|ADRB1|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR2A|HTR3A|HTR4|HTR5A|HTR6|HTR7	neurology/psychiatry	senile dementia|cerebrovascular insufficiency
diphenidol	0	0	1	1	Launched	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4	neurology/psychiatry	vertigo
dipivefrine	0	0	1	1	Launched	adrenergic receptor agonist		ophthalmology	glaucoma|intraocular pressure
doxepin	0	0	1	1	Launched	histamine receptor antagonist	HRH1|SLC6A2|SLC6A4	neurology/psychiatry	depression|anxiety
doxycycline	0	0	1	1	Launched	bacterial 30S ribosomal subunit inhibitor|metalloproteinase inhibitor	MMP8	dental	periodontitis
enalapril	0	0	1	1	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension|congestive heart failure|left ventricular systolic dysfunction (LVSD)
eplerenone	0	0	1	1	Launched	cytochrome P450 inhibitor	NR3C2	cardiology	congestive heart failure|hypertension
erlotinib	0	0	1	1	Launched	EGFR inhibitor	EGFR|NR1I2	oncology	non-small cell lung cancer (NSCLC)|pancreatic cancer
escitalopram	0	0	1	1	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)
esomeprazole	0	0	1	1	Launched	ATPase inhibitor	ATP4A	gastroenterology	gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)
estradiol-cypionate	0	1	0	1	Launched	estrogen receptor agonist	ESR1	endocrinology	hypoestrogenism|menopause
estrone	0	0	1	1	Launched	estrogen receptor agonist|estrogenic hormone	ESR1|ESR2	endocrinology	menopause
ethotoin	0	0	1	1	Launched	hydantoin antiepileptic	SCN5A	neurology/psychiatry	seizures
exemestane	0	0	1	1	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
fasudil	0	0	1	1	Launched	rho associated kinase inhibitor	PKIA|PRKACA|ROCK1|ROCK2	neurology/psychiatry	cerebral vasospasm
fenoldopam	0	0	1	1	Launched	dopamine receptor agonist	DRD1|DRD4	cardiology	hypertension
finasteride	0	0	1	1	Launched	5 alpha reductase inhibitor	AKR1D1|SRD5A1|SRD5A2	endocrinology	androgenetic alopecia
flavoxate	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2	urology	urinary incontinence|interstitial cystitis (IC)|urethritis|prostatitis
flucytosine	0	0	1	1	Launched	other antifungal	DNMT1	infectious disease	bacterial septicemia|endocarditis|urinary tract infections|meningitis
flumazenil	0	0	1	1	Launched	benzodiazepine receptor antagonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ	neurology/psychiatry	sedative
flutamide	0	1	0	1	Launched	androgen receptor antagonist	AHR|AR	oncology	prostate cancer
gabexate	0	0	1	1	Launched	serine protease inhibitor	PRSS1|TPSAB1	gastroenterology	pancreatitis
galantamine	0	0	1	1	Launched	acetylcholinesterase inhibitor	ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG	neurology/psychiatry	senile dementia
GR-235	0	1	0	1	Launched	estrogen receptor agonist|FXR antagonist|progesterone receptor agonist	NR1H4		
haloperidol	0	0	1	1	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|GRIN2B|HRH1|HTR1A|HTR1D|HTR2A|HTR2B|HTR7|KCNH1	neurology/psychiatry	schizophrenia|Tourette's disorder
hesperidin	0	1	0	1	Launched	flavanone glycoside	AURKB|CACNA1B		
imipramine	0	1	0	1	Launched	norepinephrine reputake inhibitor|serotonin reuptake inhibitor	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry|urology	depression|nocturnal enuresis
imiquimod	0	0	1	1	Launched	interferon inducer|toll-like receptor agonist	TLR7|TLR8	dermatology|infectious disease|oncology	actinic keratosis (AK)|genital warts|basal cell carcinoma (BCC)
isradipine	0	0	1	1	Launched	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1	cardiology	hypertension
ketanserin	0	0	1	1	Launched	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2	cardiology	hypertension
ketoprofen	0	0	1	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8	rheumatology	rheumatoid arthritis|osteoarthritis
ketorolac	0	0	1	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	neurology/psychiatry	pain relief
ketotifen	0	0	1	1	Launched	histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor	HRH1	neurology/psychiatry	itching
lapatinib	0	0	1	1	Launched	EGFR inhibitor	EGFR|ERBB2	oncology	breast cancer
letrozole	0	0	1	1	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
levocabastine	0	0	1	1	Launched	histamine receptor antagonist	HRH1|NTSR2	ophthalmology	conjunctivitis
levomepromazine	0	0	1	1	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR2A|HTR2C	neurology/psychiatry|gastroenterology	psychosis|schizophrenia|bipolar disorder|nausea|insomnia
lovastatin	0	0	1	1	Launched	HMGCR inhibitor	HDAC2|HMGCR|ITGAL|NR1I2	cardiology|endocrinology	coronary heart disease|myocardial infarction|hypercholesterolemia
loxapine	0	0	1	1	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR5A|HTR6|HTR7|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	schizophrenia
lypressin	0	0	1	1	Launched	vasopressin receptor agonist	AVPR1A|AVPR1B|AVPR2	endocrinology	central diabetes insipidus
medrysone	0	0	1	1	Launched	glucocorticoid receptor agonist	NR3C1	ophthalmology	conjunctivitis|episcleritis
mefenamic-acid	0	0	1	1	Launched	cyclooxygenase inhibitor	KCNQ1|PTGS1|PTGS2|TRPM3	endocrinology	primary dysmenorrhea (PD)
mephenytoin	0	0	1	1	Launched	hydantoin antiepileptic	SCN5A	neurology/psychiatry	seizures
metformin	0	0	1	1	Launched	insulin sensitizer	ACACB|PRKAB1	endocrinology	diabetes mellitus
mianserin	0	0	1	1	Launched	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7	neurology/psychiatry	depression
mifepristone	0	0	1	1	Launched	glucocorticoid receptor antagonist|progesterone receptor antagonist	AR|NR1I2|NR3C1|PGR	endocrinology	hyperglycemia|diabetes mellitus
minoxidil	0	0	1	1	Launched	KATP activator|Kir6 channel (KATP) activator|vasodilator	ABCC9|KCNJ1|KCNJ10|KCNJ11|KCNJ8|PTGS1	endocrinology	androgenetic alopecia
mirtazapine	0	0	1	1	Launched	adrenergic receptor antagonist|serotonin receptor antagonist	ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C	neurology/psychiatry	depression
molindone	0	0	1	1	Launched	dopamine receptor antagonist	DRD2|HRH1|HTR2A	neurology/psychiatry	schizophrenia
nadolol	0	0	1	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3	cardiology	angina pectoris|hypertension
naloxone	0	0	1	1	Launched	opioid receptor antagonist	CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4	pulmonary	respiratory depression
naproxen	0	0	1	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	neurology/psychiatry|rheumatology|dental|otolaryngology|endocrinology	pain relief|rheumatoid arthritis|headache|toothache|backache|muscle pain|common cold|fever
nateglinide	0	0	1	1	Launched	insulin secretagogue	ABCC8|KCNJ10|KCNJ11|PPARG	endocrinology	diabetes mellitus
nemonapride	0	0	1	1	Launched	dopamine receptor antagonist	DRD2|DRD3|DRD4	neurology/psychiatry	schizophrenia
nicotinamide	1	0	0	1	Launched	protein synthesis stimulant	BST1|LDHA|PARP1|SIRT5	dermatology	acne vulgaris (AV)
nicotine	0	0	1	1	Launched	acetylcholine receptor agonist	CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1	neurology/psychiatry	smoking cessation
nilutamide	0	0	1	1	Launched	androgen receptor antagonist	AR	oncology	prostate cancer
pantoprazole	0	0	1	1	Launched	ATPase inhibitor	ATP4A	gastroenterology	gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|Zollinger-Ellison syndrome
phenylbutyrate	0	0	1	1	Launched	HDAC inhibitor	HDAC1	metabolism	urea cycle disorders
picotamide	0	0	1	1	Launched	thromboxane receptor antagonist|thromboxane synthase inhibitor	TBXA2R	hematology	thrombosis
pimozide	0	0	1	1	Launched	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2	neurology/psychiatry	Tourette's disorder
piperidolate	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1	neurology/psychiatry	spasms
pirfenidone	0	0	1	1	Launched	TGF beta receptor inhibitor	FURIN|TNF	pulmonary	idiopathic pulmonary fibrosis (IPF)
piribedil	0	0	1	1	Launched	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B	neurology/psychiatry	Parkinson's Disease|dizziness
podophyllotoxin	1	0	0	1	Launched	microtubule inhibitor|tubulin polymerization inhibitor	IGF1R|TOP2A|TUBA4A|TUBB	infectious disease	genital warts
prazosin	0	0	1	1	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7	cardiology	hypertension
prednicarbate	0	0	1	1	Launched	phospholipase activator	PLA2G1B	dermatology|ophthalmology|neurology/psychiatry	eczema|contact dermatitis|itching
pregnenolone	0	0	1	1	Launched	glutamate receptor modulator	SULT2B1	rheumatology	rheumatoid arthritis
primaquine	0	1	0	1	Launched	antimalarial agent|DNA inhibitor		infectious disease	malaria
propafenone	0	0	1	1	Launched	antiarrhythmic	ADRB1|ADRB2|KCNA5|KCNH2	cardiology	atrial fibrillation (AF)|ventricular tachycardia (VT)|ventricular arrhythmias
propantheline	0	0	1	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4	gastroenterology	peptic ulcer disease (PUD)
propofol	0	0	1	1	Launched	benzodiazepine receptor agonist	FAAH|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|SCN2A|SCN4A	neurology/psychiatry	anesthetic
ranolazine	0	0	1	1	Launched	sodium channel blocker	SCN10A|SCN9A	cardiology	chronic stable angina
resorcinol	0	1	0	1	Launched	phosphodiesterase inhibitor	CA12|CA14|CA2|PTGS1	dermatology	acne vulgaris (AV)|eczema|psoriasis|seborrheic dermatitis
retinol	0	0	1	1	Launched	retinoid receptor ligand	ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG	dermatology	cosmetic|acne vulgaris (AV)|keratosis
rivaroxaban	0	0	1	1	Launched	coagulation factor inhibitor	F10	neurology/psychiatry|hematology|cardiology	stroke|systemic embolism|atrial fibrillation (AF)|deep vein thrombosis (DVT)|pulmonary embolism (PE)
rizatriptan	0	0	1	1	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	neurology/psychiatry	migraine headache
sertaconazole	0	0	1	1	Launched	sterol demethylase inhibitor		infectious disease	tinea pedis
sildenafil	0	0	1	1	Launched	phosphodiesterase inhibitor	PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3	urology	erectile dysfunction
sirolimus	0	0	1	1	Launched	mTOR inhibitor	FKBP1A|MTOR	transplant|pulmonary	organ rejection|lymphangioleiomyomatosis
somatostatin	1	0	0	1	Launched	somatostatin receptor agonist	OPRD1|OPRM1|SSTR1|SSTR2|SSTR3|SSTR4|SSTR5	hematology	hemorrhage
sulfinpyrazone	0	0	1	1	Launched	uricosuric blocker	ABCC1|FPR1|SLC22A12	rheumatology	gout
sumatriptan	0	0	1	1	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR5A|HTR6|HTR7	neurology/psychiatry	migraine headache
sunitinib	0	0	1	1	Launched	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	CSF1R|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB|RET	oncology	gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
tadalafil	0	0	1	1	Launched	phosphodiesterase inhibitor	PDE11A|PDE5A	urology	erectile dysfunction
telmisartan	0	0	1	1	Launched	angiotensin receptor antagonist	AGTR1|PPARG	cardiology	hypertension
temsirolimus	1	0	0	1	Launched	mTOR inhibitor	MTOR	oncology	renal cell carcinoma (RCC)
terazosin	0	0	1	1	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D	urology|cardiology	benign prostatic hyperplasia (BPH)|hypertension
terconazole	0	0	1	1	Launched	sterol demethylase inhibitor		infectious disease	vulvovaginal candidiasis
tetrabenazine	0	0	1	1	Launched	vesicular monoamine transporter inhibitor	SLC18A1|SLC18A2	infectious disease|neurology/psychiatry	cholera|Huntington's disease
thiethylperazine	0	0	1	1	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD4	gastroenterology	nausea
tolbutamide	0	0	1	1	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ11|KCNJ8	endocrinology	diabetes mellitus
torasemide	0	0	1	1	Launched	electrolyte reabsorption inhibitor|thromboxane receptor antagonist	SLC12A1	cardiology	edema|congestive heart failure|hypertension
tranilast	0	0	1	1	Launched	angiogenesis inhibitor	HPGDS|HRH1	pulmonary	asthma
tranylcypromine	0	0	1	1	Launched	monoamine oxidase inhibitor	KDM1A|MAOA|MAOB	neurology/psychiatry	depression
triamcinolone	0	0	1	1	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
triamterene	0	0	1	1	Launched	sodium channel blocker	SCNN1A|SCNN1B|SCNN1D|SCNN1G	endocrinology|cardiology	hypokalemia|hypertension|edema
