Unnamed: 0	GSM1565997	GSM1565998	GSM1565999	GSM1566000	GSM1566001	GSM1566002
QPCTL	197	64	182	89	106	81
PPP5C	227	266	303	375	369	401
CEP68	2715	825	1282	1229	780	1159
MAP4K3	124	157	69	159	135	144
ZBTB32	14	20	15	14	14	33
TYROBP	4551	2348	4951	2290	2486	2312
LDAF1	1079	208	990	410	582	753
GABRA3	0	0	0	0	0	0
BRCA1	98	140	78	234	106	241
ERCC1	542	487	660	767	661	796
CD22	14	71	19	68	17	47
SEMA3B	15	7	34	14	9	19
MBTPS2	221	286	168	351	233	259
PRICKLE3	180	114	221	156	126	164
LTF	1	0	0	0	0	0
EXTL3	409	457	452	658	482	681
NR1H4	0	0	0	0	0	1
ELOVL5	2988	2204	2370	3377	3216	3765
ALOX5	5	114	1	260	9	7
KDM5D	1931	2012	1694	3154	1592	2611
CALCOCO1	773	1220	724	1974	596	2035
UBR7	453	572	408	969	646	1016
MAP4K5	517	527	316	752	555	819
EHD3	2	10	5	18	2	13
PSMC4	656	266	803	398	603	531
MAN2B2	750	1035	569	1084	768	1216
SLC7A14	43	19	39	30	31	28
CLDN11	14	8	13	12	4	8
SLC25A39	1055	546	1330	852	1001	1091
MVP	10782	2302	11516	3327	5766	4803
NUB1	32972	2278	25946	2895	7345	3786
PGM3	821	538	457	811	634	839
RWDD2A	94	80	69	128	98	162
CLK1	1903	1866	1295	2881	1937	2890
POLR3B	116	204	102	326	239	291
ANGEL1	277	390	257	618	391	564
RNF14	1441	1028	1238	1642	1302	1813
DNASE1L1	551	628	529	832	498	829
DDX11	263	283	99	252	71	235
HEBP1	259	257	514	506	255	427
GPRC5A	28	18	19	17	15	12
MAMLD1	281	33	248	35	92	45
CD6	181	11	145	20	41	24
TACC3	554	675	686	1055	809	1301
UFL1	681	677	326	1070	846	1399
POLA2	219	209	342	340	350	360
ZC3H3	134	129	126	181	95	181
CAPN1	2560	1361	2988	2107	2230	2204
ACP3	149	168	317	337	220	268
MDH1	6025	4540	4903	6040	5899	8190
SLC30A9	1272	1104	727	1811	1393	2019
MTMR11	51	15	34	39	13	24
COX15	846	709	821	1139	884	1143
CCDC88C	9	15	12	11	10	15
YAF2	450	392	354	596	500	636
ZMYND11	438	706	281	931	571	954
WAS	220	413	225	543	322	519
DPEP1	0	0	0	0	0	0
BID	4210	1241	5587	1993	4428	2506
MATR3	4871	4570	3373	6708	6663	8770
NPC1L1	0	1	0	2	0	1
XYLT2	375	207	250	263	174	301
RGPD5	1346	272	1072	816	1121	1190
STMN4	2	4	6	6	7	11
NUDCD3	1164	649	1376	1175	974	1386
ISL1	0	0	0	0	0	0
CHDH	166	379	54	424	85	281
IL20RA	0	0	0	1	1	0
CLCA1	0	0	0	0	0	0
CLCA4	0	0	1	2	0	0
GLT8D1	775	545	572	884	623	981
ATP2C1	3817	2365	1714	2629	3085	2536
IGF1	5	9	2	49	3	3
SLC38A5	5	3	7	1	6	0
RALBP1	3121	1505	2305	2383	2129	2897
RUFY3	3587	992	2671	1556	1469	1474
CNTN1	0	0	0	1	1	0
SLC11A1	659	61	200	98	46	73
WWTR1	43	22	37	36	18	30
AGPS	1930	2311	838	3124	2086	3357
ZNF285CP	4	6	10	9	14	8
STEEP1	681	393	718	654	481	545
ATP1A2	2	4	4	4	1	1
TTC27	159	172	200	316	304	319
ZNF582	57	67	86	108	99	132
VSIG2	0	33	2	74	17	70
PHLDB1	657	61	730	72	431	63
MARCO	72	198	13	152	6	82
CYP24A1	4	1	1	1	1	3
PRDM11	77	101	50	98	71	128
SYT13	2	2	1	5	0	2
SNAI2	0	1	0	3	0	2
CD74	283447	205499	412991	277301	281644	326848
HGF	203	30	72	16	30	9
ZRANB1	1013	636	760	983	845	1041
NCDN	189	83	137	112	113	85
ADGRA2	18	27	26	56	38	77
CCT8L1P	2	0	2	0	0	2
ZFP64	124	199	108	329	188	261
MNAT1	268	162	165	306	264	333
SAMD4A	219	185	79	190	118	126
RUNX3	2014	375	2224	651	828	612
MRE11	589	836	339	1251	633	1295
PLEKHB1	14	4	16	14	10	12
SERPINB1	3729	1165	2278	1551	1276	1843
CYP3A43	11	2	4	3	2	1
SLC7A9	6	4	0	1	2	6
SPAST	1157	1191	834	1601	1075	1974
NRXN3	6	3	8	8	8	7
OSBPL5	125	287	143	379	255	554
AQR	2101	1738	1391	2756	2403	2894
CPS1	7	6	4	9	4	8
C8B	0	0	0	0	0	0
FHL1	8	11	8	10	10	28
RTF2	2507	1350	2573	2169	2439	2987
GABRA1	3	0	0	3	0	0
NLRP2	61	74	40	21	168	197
SLC45A4	201	585	248	1066	258	852
RNF10	2231	1072	2309	1665	1995	1920
ZNF839	181	143	203	228	175	239
ZDHHC6	1040	590	576	825	774	898
GRAMD1B	1708	57	147	87	58	88
RNH1	4004	2260	5628	3678	3827	5104
NDUFS1	1425	1229	1238	1850	1744	2106
RB1CC1	1105	917	536	1525	834	1731
ERP44	1756	1564	1563	2438	1914	2540
ALAS1	3962	1030	3115	1294	1743	1551
BIRC3	82914	1441	44319	1776	19256	2979
AKAP11	907	3251	666	5315	2220	5288
GLRX2	415	537	450	945	971	1120
SNAPC1	148	144	110	163	138	229
DERA	860	572	634	940	823	1128
STRAP	1435	827	1276	1325	1482	1471
ABCC2	73	45	27	27	26	29
DEF6	457	864	818	1601	1030	1400
PLEKHO1	3262	1709	3975	2479	4139	2660
GCLM	667	514	467	645	909	883
UBR2	2986	2397	2007	3916	2801	4196
EHD2	50	13	13	8	7	7
DEPDC1	1	1	1	16	6	3
CCDC28A	442	536	288	746	300	829
RRAGD	2796	1121	2024	1286	1163	1817
HSF2	201	240	175	379	198	339
PHF20	1040	857	736	1534	1117	1531
HSD17B6	1	1	1	4	3	1
NR1H3	260	272	137	203	155	240
TYMP	9791	1400	10847	1865	5289	2093
NCAPH2	906	418	1082	741	837	810
TOMM34	5440	222	7359	413	1913	540
SEC63	485	906	364	1242	722	1143
KPNA6	3248	1587	2955	2557	2607	2914
VIM	78915	37905	81355	74031	66511	81435
RTEL1-TNFRSF6B	277	248	235	273	248	300
FAS	300	320	199	652	447	697
RNASET2	213	1609	179	3148	359	2553
CD44	42847	15058	39579	23112	33706	26358
KCNG1	6	6	19	8	11	5
AGPAT4	4681	1414	1945	1795	1103	1433
SLAMF7	20098	171	15118	128	2495	208
BTN3A1	394	659	292	770	289	947
MIPEP	134	197	129	295	168	333
PRKCH	279	50	116	77	102	55
INSRR	0	1	0	1	0	1
IFNGR1	3195	6219	1907	7568	4104	7974
B4GALT7	233	130	268	205	154	204
SH2D2A	12	1	3	4	4	6
VRK2	657	515	532	724	723	958
TNFRSF1B	9223	1142	6816	1689	673	1709
VEZT	1151	694	838	998	1108	1071
POU2F2	127	38	68	51	107	44
BRD9	894	435	1019	747	682	786
SNX1	2625	2629	2693	4124	2943	4258
TBPL1	238	148	188	273	264	310
ARNTL2	6526	845	3858	1140	2606	1350
BCLAF1	3101	2955	1729	4327	3757	5751
SLC39A9	3311	1847	2965	3263	3213	3743
ANK1	27	4	13	2	1	2
IBSP	0	0	0	0	0	0
TFB1M	431	181	301	306	239	330
RABEP1	1883	1819	1117	2342	1983	2900
HMGB3	231	160	246	234	344	438
NUP160	865	1074	869	2026	1113	1666
BAK1	1094	485	1552	927	1154	1110
MUSK	17	13	15	10	8	2
IKZF2	140	345	111	648	131	346
GRN	6895	9880	7651	12045	8586	13735
FAM13B	1399	1703	1144	2487	2781	2766
ARHGAP31	8786	5640	10122	9747	13613	8900
CENPQ	32	61	36	108	43	108
SARS1	3338	1331	3630	2568	2404	3123
RANBP3	1050	686	1133	987	807	1061
ARID4A	1488	1250	846	1625	1441	2339
EIPR1	411	238	620	417	503	495
PNPLA6	3378	2230	3686	3179	3815	4000
IFT88	116	129	45	111	51	113
ALG1	322	476	411	764	625	789
ZCCHC8	1039	693	860	1104	889	1108
ABCF2	630	355	863	693	760	753
CHPF2	1358	1032	1454	1612	1651	1916
LRRC7	54	41	38	76	47	104
FUT8	28	68	26	121	80	108
UBA6	3148	1425	1325	2209	1685	1389
GAB2	5538	1742	5688	2215	2731	2479
ATP6V0A1	1954	1397	865	1181	1462	1288
PIAS1	1549	1731	1208	2313	1418	2344
SLC4A7	2817	1251	714	1300	1009	1534
APBA2	3	4	1	9	15	7
MAP2K3	560	239	563	335	529	330
CLXN	4	3	0	6	3	5
TMSB10	70210	21293	93747	34086	60498	43075
ASTE1	155	197	124	351	143	369
RNF19A	5532	1530	5339	2833	4481	3199
PEX3	176	147	119	220	165	269
GABARAPL2	2340	1094	2956	1775	2399	2390
MYOC	0	0	0	0	0	0
SH3YL1	121	246	131	354	158	305
FAM136A	591	336	688	538	656	559
VCL	2867	9309	4529	16755	11769	17326
DEPDC1B	25	142	14	259	18	147
DAPK2	15	21	16	31	22	26
NSMAF	1545	2044	1828	3594	2711	3971
ADSS2	1134	623	678	988	871	1106
STAP1	13	27	4	26	20	74
TIMP2	1174	2015	1179	3061	1876	2936
RFC1	613	788	391	1070	588	1270
TBC1D23	953	1081	514	1612	1378	2021
CUL3	2025	1550	1262	2245	1954	2521
MYOM2	11	14	4	17	16	53
OTC	0	1	0	1	1	0
CYP46A1	200	181	112	295	122	225
ZZZ3	880	709	564	1056	1002	1233
SLC18A1	12	0	22	3	8	3
USP2	7	5	0	9	4	13
CASR	19	11	5	30	13	37
TUBG2	92	67	92	97	76	120
RPL26L1	213	123	215	234	273	323
FLT4	1	3	2	4	1	5
NSUN2	1522	797	1621	1396	1779	1540
FBXO42	1415	705	1530	1209	1176	1271
MFAP3	1180	973	710	1593	1286	1533
MRI1	244	227	292	430	316	640
METTL1	568	58	506	70	263	86
HOXC8	0	0	0	0	0	1
AGA	453	394	284	430	481	645
PI4K2B	488	385	285	530	432	670
BOD1L1	1383	1723	779	2480	1547	2915
MAT2B	5984	4406	5954	6985	5374	8844
TLL1	0	0	0	1	0	1
EDC4	1587	692	1669	1168	1100	1281
TRIO	5105	2049	3717	2963	2390	2825
VCAN	2697	71	1075	64	480	67
CLEC16A	1448	743	1267	1155	938	1088
MSR1	199	125	158	286	178	119
CDH1	19	55	240	580	231	440
MTREX	1045	1495	760	2100	1831	2704
DNAH5	1	4	0	2	2	2
ZFYVE16	3247	6442	1304	7062	3214	7692
RIPOR1	349	365	320	548	242	345
C6	0	0	0	0	0	0
RAI14	134	8	29	12	36	6
SOX30	7	1	11	1	4	5
PNKP	423	240	268	306	286	376
BEST2	37	8	23	15	18	7
PHLPP2	1390	354	798	615	670	714
SPDL1	142	107	99	156	130	173
STAU2	796	724	422	1093	608	1170
SLC66A1	285	218	258	273	245	392
CTNS	1460	1034	1403	1525	1196	1547
RTN4R	17	14	27	9	19	15
PHF23	1180	547	1245	765	898	956
CDH10	0	1	1	1	1	2
INPP4A	523	839	475	1335	674	1172
RAB27B	0	4	0	0	0	2
PSMA4	2661	1002	2120	1687	2203	2069
MYO16	6	4	3	3	0	3
LSG1	731	681	834	1218	757	970
PARP3	104	88	83	128	85	149
TNC	4866	189	1461	44	364	19
THAP3	331	101	453	225	236	312
RIPOR3	551	48	273	88	81	80
TDP1	887	559	980	986	925	1266
AIFM2	585	161	401	135	266	197
C2orf83	5	4	0	2	8	2
SPATA7	48	61	31	91	34	103
MED17	1207	619	1101	1200	1061	1228
RETSAT	734	604	709	786	665	986
CAPG	13731	3073	10479	2111	4697	2845
AP2S1	1843	1310	2913	2008	2399	2386
USH2A	10	9	5	12	2	8
ZPBP	2	0	0	0	0	0
TG	155	21	136	46	44	30
ADAM28	61	14	39	20	19	12
BARX2	10	4	3	17	7	14
DCUN1D1	1710	1505	1060	2338	1769	2842
JADE2	2865	646	3221	1078	1002	1291
ZIC2	0	0	0	1	0	0
LCP2	815	1784	562	2674	1261	1765
TRIT1	105	236	120	450	322	529
ADRB1	3	4	3	3	8	6
GUCA2B	7	0	5	0	2	0
CUL7	691	188	682	268	260	287
CTNNA1	20002	5535	16236	8561	11821	11473
PHKA2	332	539	359	780	475	855
CNTLN	1668	715	936	1026	1060	1136
EPHA3	0	0	1	2	0	1
HSPA5	4188	3259	4454	4553	6885	3086
DSG2	930	23	642	25	143	20
GEMIN8	173	98	212	145	111	149
OFD1	462	399	364	511	376	565
GPM6B	27	18	9	28	14	38
MAGEC2	0	0	0	0	0	0
PREX2	19	4	8	7	4	4
WDR37	1298	1406	1197	1969	1452	2195
YTHDC2	448	768	294	1127	743	1069
CTPS2	393	304	354	571	267	525
ATP6V1H	3019	1326	3022	1915	3304	2923
POLR2B	5051	3120	3689	4998	5785	6536
FAM214A	130	360	57	498	117	430
ARAP2	9503	2751	5184	4950	4960	5816
TPR	2976	2302	1457	3086	2524	4247
CP	48	30	24	107	27	51
KATNIP	710	466	703	695	459	687
DTNBP1	234	152	281	241	194	236
XK	2	0	2	2	1	2
ANO2	1	2	0	0	1	0
C12orf4	299	345	212	552	529	580
SCML1	842	284	318	318	394	538
WWC3	409	661	292	747	536	981
ARHGAP6	32	42	38	100	12	32
FAM184B	9	15	10	35	7	32
MAP4	3775	1532	3649	2409	2556	2390
GOPC	620	737	373	1145	836	1304
ROS1	20	3	13	9	3	5
USP28	446	422	434	729	417	744
HDAC9	205	192	184	534	231	717
TSPAN17	687	456	705	732	812	1086
NOP16	204	134	278	224	461	248
CC2D2A	267	214	105	371	131	258
RRM2B	1053	1719	480	2262	1623	3230
ZNF800	738	810	452	1334	1016	1478
TNFRSF17	35	13	21	24	5	19
SNX29	2270	3910	2522	5648	2080	5341
LMO3	9	2	4	19	4	11
MRPS10	1545	487	986	910	970	964
GUCA1A	165	19	33	20	36	54
RSF1	1168	1037	750	1533	1380	1885
VPS13D	2471	2884	1742	4845	2290	4089
CELF2	6135	2036	5808	2958	3794	2728
FAM120A	3075	2291	3249	3388	3571	2909
R3HDM1	332	371	287	573	342	505
COL9A2	829	308	1212	529	757	828
KITLG	269	57	169	52	333	63
ERCC8	259	401	207	796	540	663
ADAMTS6	0	2	1	3	0	1
H6PD	12746	1310	11489	2353	2611	1988
VAMP3	2965	2963	2776	4683	4329	5966
PER3	146	795	119	1070	347	950
UTS2	1	0	0	1	2	1
TNFRSF9	4657	64	3307	75	509	81
EPN3	2	5	6	9	7	6
LTBP1	1	0	0	0	2	0
RCN1	1244	417	795	526	483	446
ELN	33	13	18	20	15	15
RFC2	436	402	599	676	340	658
ARID1B	2449	1789	2093	2806	1409	2046
CLPTM1L	1872	994	2019	1522	2126	1841
NEDD4L	1809	520	717	478	206	203
FOXP3	5	4	6	9	2	7
PPP1R3F	81	44	120	45	77	66
HEXB	1917	3877	1195	3896	1915	3941
PTCD2	291	241	161	393	207	323
NEXMIF	171	4	115	9	32	10
JKAMP	1010	1349	481	1912	1450	2321
DKK3	7	4	2	8	4	7
ARHGEF5	0	0	0	1	0	1
NFE2L3	806	499	1428	743	929	675
MCUR1	759	1660	1061	2783	2396	2974
LIMA1	924	642	1388	1759	2176	1352
LETMD1	316	342	298	520	287	463
SLC4A8	349	229	143	263	97	246
LAMC3	3	2	5	17	6	8
PTGER3	59	225	479	1712	2981	3214
TNIP3	1816	10	334	11	38	13
MAPK9	714	844	1128	1529	1891	1874
COL23A1	58	45	202	372	169	573
BCAR1	20	1	20	0	106	33
FHIP1B	318	298	411	597	440	528
HERPUD1	2241	1085	2902	1678	2694	1880
HOMER3	212	190	164	193	165	236
RAD51	33	20	42	27	25	29
POLQ	20	32	14	53	24	63
PIK3CB	865	745	609	1348	654	1095
CYBA	5496	2361	5219	3522	3067	3969
THOC3	151	135	297	321	160	242
HEBP2	511	326	283	282	117	272
MPHOSPH9	400	555	282	906	608	1017
PLEKHA5	12822	2520	8011	5934	6769	6430
PRSS8	16	10	15	24	21	17
SIKE1	492	476	346	720	602	784
RRP12	275	133	230	283	340	246
FNIP2	4211	2835	4468	4544	9056	4806
MSMO1	5239	1857	3862	1942	6076	3609
TTC17	1495	1608	1188	2424	1477	2688
ALX4	2	3	3	16	4	14
FSTL4	5	1	0	1	1	1
FOXN3	4250	4183	3594	6483	5639	6739
METTL24	20	11	9	23	9	25
AKR7A2	626	414	630	630	445	800
