significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
curcumin	0	1	0	1	Launched	cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor	APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CHRM3|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH		
cyclopentolate	0	1	0	1	Launched	acetylcholine receptor antagonist		ophthalmology	mydriasis|cycloplegia
dactinomycin	0	1	0	1	Launched	RNA polymerase inhibitor	POLR2A	oncology	testicular carcinoma|Wilm's tumor|rhabdomyosarcoma|Ewing's sarcoma|gestational trophoblastic disease (GTD)
danazol	0	1	0	1	Launched	estrogen receptor antagonist|progesterone receptor agonist	AR|CCL2|ESR1|GNRHR|GNRHR2|PGR	obstetrics/gynecology|cardiology	endometriosis|angioedema
dantrolene	0	1	0	1	Launched	calcium channel blocker	RYR1|RYR3	neurology/psychiatry|endocrinology	spasms|malignant hyperthermia (MH)
daunorubicin	0	1	0	1	Launched	RNA synthesis inhibitor|topoisomerase inhibitor	TOP2A|TOP2B	hematologic malignancy	acute myeloid leukemia (AML)|acute lymphoblastic leukemia (ALL)
decitabine	0	1	0	1	Launched	DNA methyltransferase inhibitor	DNMT1|DNMT3A	hematologic malignancy|hematology	myelodysplastic diseases (MDS)|anemia|chronic myeloid leukemia (CML)
deoxycholic-acid	0	1	0	1	Launched	biliverdin reductase A activator|G protein-coupled receptor agonist	FPR1|GPBAR1	endocrinology	submental fat
desipramine	0	1	0	1	Launched	tricyclic antidepressant	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1	neurology/psychiatry	depression
desoximetasone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1|PLA2G1B	dermatology	corticosteroid-responsive dermatoses
dexamethasone	0	1	0	1	Launched	glucocorticoid receptor agonist	ANXA1|NOS2|NR0B1|NR3C1|NR3C2	endocrinology|rheumatology|allergy|gastroenterology|hematology|neurology/psychiatry|dermatology	hypercalcemia|rheumatoid arthritis|psoriatic arthritis|osteoarthritis|allergic rhinitis|ulcerative colitis|anemia|multiple sclerosis|enteritis|lupus|dermatitis herpetiformis (DH)|nephrotic syndrome|psoriasis
dextromethorphan	0	1	0	1	Launched	glutamate receptor antagonist|sigma receptor agonist	CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBA|CYBB|GRIN3A|NCF1|NCF2|NCF4|OPRD1|OPRK1|OPRM1|PGRMC1|RAC1|RAC2|SIGMAR1|SLC6A2|SLC6A4	pulmonary	cough suppressant
diclofenac	0	1	0	1	Launched	cyclooxygenase inhibitor	AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	rheumatology|neurology/psychiatry	rheumatoid arthritis|osteoarthritis|migraine headache
diclofenamide	0	1	0	1	Launched	carbonic anhydrase inhibitor	CA1|CA12|CA2|CA4|CA7	ophthalmology|neurology/psychiatry	glaucoma|epilepsy
dicycloverine	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3	gastroenterology	irritable bowel syndrome
didanosine	0	1	0	1	Launched	nucleoside reverse transcriptase inhibitor	PNP	infectious disease	human immunodeficiency virus (HIV-1)
dienestrol	0	1	0	1	Launched	estrogen receptor agonist	ESR1	endocrinology	menopause
diflunisal	0	1	0	1	Launched	prostanoid receptor antagonist	PTGS1|PTGS2	rheumatology	rheumatoid arthritis|osteoarthritis
digoxin	0	1	0	1	Launched	ATPase inhibitor	ATP1A1	cardiology	congestive heart failure|atrial fibrillation (AF)
dilazep	0	1	0	1	Launched	adenosine reuptake inhibitor	SLC29A1	cardiology	coronary heart disease
diltiazem	0	1	0	1	Launched	calcium channel blocker	CACNA1C|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5	cardiology	hypertension|angina pectoris
diphenhydramine	0	1	0	1	Launched	histamine receptor antagonist	HRH1	neurology/psychiatry	headache
diphenidol	0	1	0	1	Launched	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4	neurology/psychiatry	vertigo
dipivefrine	0	1	0	1	Launched	adrenergic receptor agonist		ophthalmology	glaucoma|intraocular pressure
disopyramide	0	1	0	1	Launched	sodium channel blocker	CHRM1|CHRM2|CHRM3|KCND2|KCND3|KCNH2|SCN5A	cardiology	ventricular tachycardia (VT)|ventricular arrhythmias
disulfiram	0	1	0	1	Launched	aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist	ALDH2|DBH	neurology/psychiatry	abstinence from alcohol
dobutamine	0	1	0	1	Launched	adrenergic receptor agonist	ADRB1|ADRB2	cardiology	congestive heart failure
docetaxel	0	1	0	1	Launched	tubulin polymerization inhibitor	BCL2|MAP2|MAP4|MAPT|NR1I2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8	oncology	breast cancer|non-small cell lung cancer (NSCLC)|prostate cancer|gastric adenocarcinoma|head and neck squamous cell carcinoma (HNSCC)
dolasetron	0	1	0	1	Launched	serotonin receptor antagonist	HTR3A	gastroenterology	nausea|vomiting
domperidone	0	1	0	1	Launched	dopamine receptor antagonist	DRD2|DRD3	infectious disease	fescue toxicosis
donepezil	0	1	0	1	Launched	acetylcholinesterase inhibitor	ACHE	neurology/psychiatry	Alzheimer's disease
doxazosin	0	1	0	1	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D	urology|cardiology	benign prostatic hyperplasia (BPH)|hypertension
doxepin	0	1	0	1	Launched	histamine receptor antagonist	HRH1|SLC6A2|SLC6A4	neurology/psychiatry	depression|anxiety
doxercalciferol	0	1	0	1	Launched	vitamin D receptor agonist	VDR	nephrology|endocrinology	chronic kidney disease (CKD)|hyperparathyroidism
duloxetine	0	0	1	1	Launched	norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI)	HTR2A|HTR2C|HTR6|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)|muscle pain|peripheral neuropathy
edaravone	0	1	0	1	Launched	nootropic agent	BCL2	neurology/psychiatry	stroke
enalapril	0	1	0	1	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension|congestive heart failure|left ventricular systolic dysfunction (LVSD)
ephedrine	0	0	1	1	Launched	adrenergic receptor agonist	ACHE|ADRA1A|ADRB2|SLC18A2|SLC6A2	cardiology|pulmonary|neurology/psychiatry|endocrinology	hypotension|asthma|narcolepsy|obesity
eplerenone	0	0	1	1	Launched	cytochrome P450 inhibitor	NR3C2	cardiology	congestive heart failure|hypertension
erlotinib	0	1	0	1	Launched	EGFR inhibitor	EGFR|NR1I2	oncology	non-small cell lung cancer (NSCLC)|pancreatic cancer
erythromycin	0	1	0	1	Launched	NFkB pathway inhibitor	MLNR	infectious disease	listeria|respiratory tract infections|skin infections|syphilis|amebiasis|pelvic inflammatory disease|chlamydia|diphtheria|erythrasma
escitalopram	0	1	0	1	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)
estradiol-cypionate	0	1	0	1	Launched	estrogen receptor agonist	ESR1	endocrinology	hypoestrogenism|menopause
estriol	0	1	0	1	Launched	estrogen receptor agonist	ESR1|ESR2	endocrinology|obstetrics/gynecology|infectious disease	menopause|vaginal atrophy|urinary tract infections
estrone	0	1	0	1	Launched	estrogen receptor agonist|estrogenic hormone	ESR1|ESR2	endocrinology	menopause
estropipate	0	1	0	1	Launched	estrogen receptor agonist	ESR1|ESR2	orthopedics|endocrinology|obstetrics/gynecology	osteoporosis|menopause|vaginal atrophy|hypoestrogenism
etacrynic-acid	0	1	0	1	Launched	sodium/potassium/chloride transporter inhibitor	ATP1A1|SLC12A1	cardiology|gastroenterology|nephrology|rheumatology	hypertension|congestive heart failure|edema|hepatic cirrhosis|chronic renal failure|nephrotic syndrome
ethinyl-estradiol	0	1	0	1	Launched	estrogen receptor agonist|estrogenic hormone	ESR1|ESR2|NR1I2	endocrinology	contraceptive
ethotoin	0	1	0	1	Launched	hydantoin antiepileptic	SCN5A	neurology/psychiatry	seizures
etilefrine	0	1	0	1	Launched	adrenergic receptor agonist	ADRA1A|ADRB1	neurology/psychiatry|otolaryngology|endocrinology|pulmonary	headache|nasal congestion|fever|cough suppressant|common cold
etoposide	0	1	0	1	Launched	topoisomerase inhibitor	TOP2A|TOP2B	oncology	non-small cell lung cancer (NSCLC)
eugenol	0	1	0	1	Launched	androgen receptor antagonist	AR	dental	toothache
everolimus	0	1	0	1	Launched	mTOR inhibitor	MTOR	oncology|neurology/psychiatry|genetics|urology	breast cancer|neuroendocrine tumors of pancreatic origin (PNET)|renal cell carcinoma (RCC)|subependymal giant cell astrocytoma (SEGA)|tuberous sclerosis complex (TSC)|renal angiomyolipoma
exemestane	0	1	0	1	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
ezetimibe	0	1	0	1	Launched	cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist	ANPEP|NPC1L1|SOAT1	endocrinology|metabolism	hyperlipidemia|hypercholesterolemia|sitosterolemia
felbamate	0	1	0	1	Launched	glutamate receptor antagonist	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B	neurology/psychiatry	epilepsy
felodipine	0	1	0	1	Launched	calcium channel blocker	CFTR	cardiology	hypertension
fenbendazole	0	1	0	1	Launched	tubulin polymerization inhibitor	TUBB	infectious disease	gastrointestinal parasites|gastrointestinal roundworms
fenoldopam	0	1	0	1	Launched	dopamine receptor agonist	DRD1|DRD4	cardiology	hypertension
fexofenadine	0	1	0	1	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis|urticaria
finasteride	0	1	0	1	Launched	5 alpha reductase inhibitor	AKR1D1|SRD5A1|SRD5A2	endocrinology	androgenetic alopecia
fipronil	0	1	0	1	Launched	chloride channel blocker|GABA gated chloride channel blocker		infectious disease	flea control
flavoxate	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2	urology	urinary incontinence|interstitial cystitis (IC)|urethritis|prostatitis
flecainide	0	1	0	1	Launched	sodium channel blocker	KCNA5|KCNA7|SCN5A	cardiology	ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias
flubendazole	0	1	0	1	Launched	tubulin polymerization inhibitor	TUBB	infectious disease	gastrointestinal parasites
fluconazole	0	1	0	1	Launched	sterol demethylase inhibitor	CYP51A1	infectious disease	esophageal candidiasis|meningitis
flucytosine	0	1	0	1	Launched	other antifungal	DNMT1	infectious disease	bacterial septicemia|endocarditis|urinary tract infections|meningitis
fludroxycortide	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1|SERPINA6	infectious disease|dermatology	skin infections|psoriasis
flunarizine	0	1	0	1	Launched	calcium channel blocker	CACNA1G|CACNA1H|CACNA1I|CALM1|HRH1	neurology/psychiatry|cardiology	migraine headache|vertigo|peripheral artery disease (PAD)
flunisolide	0	1	0	1	Launched	cytochrome P450 inhibitor	NR3C1	allergy	allergic rhinitis
fluocinonide	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1|SERPINA6|SMO	dermatology	seborrheic dermatitis|eczema
fluorometholone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1	ophthalmology	eye inflammation
fluoxetine	0	1	0	1	Launched	selective serotonin reuptake inhibitor (SSRI)	ANO1|HTR2B|SLC6A4	neurology/psychiatry	depression|obsessive compulsive disorder (OCD)|bulimia nervosa|panic disorders|bipolar disorder
flupentixol	0	1	0	1	Launched	dopamine receptor antagonist	ADRA1A|CHRM1|DRD1|DRD2|DRD3|DRD5|HTR2A	neurology/psychiatry	schizophrenia|depression
flupirtine	0	1	0	1	Launched	glutamate receptor antagonist	ADRA2A|KCNQ1|KCNQ2	neurology/psychiatry	pain relief
fluvastatin	0	1	0	1	Launched	HMGCR inhibitor	HMGCR	endocrinology|cardiology	hypercholesterolemia|congenital heart defects
fluvoxamine	0	1	0	1	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A4	neurology/psychiatry	obsessive compulsive disorder (OCD)
formestane	0	1	0	1	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
fulvestrant	0	1	0	1	Launched	estrogen receptor antagonist	ESR1|ESR2|GPER1	oncology	breast cancer
gabexate	0	1	0	1	Launched	serine protease inhibitor	PRSS1|TPSAB1	gastroenterology	pancreatitis
galantamine	0	1	0	1	Launched	acetylcholinesterase inhibitor	ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG	neurology/psychiatry	senile dementia
ganciclovir	0	1	0	1	Launched	DNA polymerase inhibitor		infectious disease	cytomegalovirus (CMV)
gefitinib	0	1	0	1	Launched	EGFR inhibitor	EGFR	oncology	non-small cell lung cancer (NSCLC)
glimepiride	0	1	0	1	Launched	insulin secretagogue	ABCC8|KCNJ1|KCNJ11	endocrinology	diabetes mellitus
glipizide	0	1	0	1	Launched	sulfonylurea	ABCC8|KCNJ10|KCNJ11|PPARG	endocrinology	diabetes mellitus|hyperglycemia
gliquidone	0	1	0	1	Launched	sulfonylurea	ABCC8|KCNJ10|KCNJ8	endocrinology	diabetes mellitus
glycopyrrolate	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	gastroenterology	peptic ulcer disease (PUD)
GR-235	0	1	0	1	Launched	estrogen receptor agonist|FXR antagonist|progesterone receptor agonist	NR1H4		
granisetron	0	1	0	1	Launched	serotonin receptor antagonist	HTR3A	gastroenterology	nausea|vomiting
griseofulvin	0	1	0	1	Launched	tubulin polymerization inhibitor	KRT12	infectious disease	ringworm|tinea pedis
halcinonide	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
haloperidol	0	1	0	1	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|GRIN2B|HRH1|HTR1A|HTR1D|HTR2A|HTR2B|HTR7|KCNH1	neurology/psychiatry	schizophrenia|Tourette's disorder
hesperidin	0	1	0	1	Launched	flavanone glycoside	AURKB|CACNA1B		
hexylcaine	0	1	0	1	Launched	sodium channel blocker	SCN5A	neurology/psychiatry	local anesthetic
hexylresorcinol	0	1	0	1	Launched	local anesthetic	TYR	infectious disease	skin infections|first-aid antiseptic
homatropine	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1	ophthalmology	uveal tract inflammation|pupil dilation
homochlorcyclizine	0	1	0	1	Launched	antihistamine	HRH1	allergy	allergic rhinitis
hydralazine	0	1	0	1	Launched	vasodilator		cardiology	hypertension
hydroquinidine	0	1	0	1	Launched	antiarrhythmic		cardiology	cardiac arrythmia
hyoscyamine	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4	gastroenterology|urology|neurology/psychiatry|allergy	peptic ulcer disease (PUD)|acute abdominal visceral spasm|ulcerative colitis|interstitial cystitis (IC)|enterocolitis|irritable bowel syndrome|tremors|allergic rhinitis
ibudilast	0	1	0	1	Launched	leukotriene receptor antagonist|phosphodiesterase inhibitor	IL1B|IL6|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A	pulmonary|neurology/psychiatry	asthma|stroke
ibuprofen	0	1	0	1	Launched	cyclooxygenase inhibitor		neurology/psychiatry|rheumatology|otolaryngology|obstetrics/gynecology|endocrinology|dental	headache|muscle pain|rheumatoid arthritis|backache|common cold|menstrual pain|fever|toothache
ifenprodil	0	1	0	1	Launched	adrenergic receptor antagonist|glutamate receptor antagonist	GRIN2B		
imatinib	0	1	0	1	Launched	Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	ABL1|CSF1R|DDR1|KIT|NTRK1|PDGFRA|PDGFRB|RET	hematologic malignancy|oncology	chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)|myelodysplastic diseases (MDS)|aggressive systemic mastocytosis (ASM)|hypereosinophilic syndrome (HES)|chronic eosinophilic leukemia (CEL)|dermatofibrosarcoma protuberans (DFSP)|gastrointestinal stromal tumors (GIST)
indapamide	0	1	0	1	Launched	thiazide diuretic	CA2|HTR3A|KCNQ1	cardiology	hypertension|congestive heart failure
ipratropium	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	pulmonary	bronchospasm|chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema
irinotecan	0	1	0	1	Launched	topoisomerase inhibitor	TOP1|TOP1MT	oncology	colorectal cancer
irsogladine	0	1	0	1	Launched	phosphodiesterase inhibitor	PDE4A	gastroenterology	peptic ulcer disease (PUD)
isotretinoin	0	1	0	1	Launched	retinoid receptor agonist	RARA|RARB|RARG	dermatology	acne vulgaris (AV)
isoxsuprine	0	1	0	1	Launched	adrenergic receptor agonist	ADRB2	rheumatology|cardiology	Raynaud's disease|arteriosclerosis|Buerger's disease
isradipine	0	1	0	1	Launched	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1	cardiology	hypertension
itraconazole	0	1	0	1	Launched	cytochrome P450 inhibitor		infectious disease	onychomycosis|histoplasmosis|blastomycosis|aspergillosis
ivermectin	0	1	0	1	Launched	benzodiazepine receptor agonist	CHRNA7|P2RX7	infectious disease	gastrointestinal roundworms|lungworms|cattle grubs|mites|lice|horn flies
ketanserin	0	1	0	1	Launched	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2	cardiology	hypertension
ketoprofen	0	1	0	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2|SLC5A8	rheumatology	rheumatoid arthritis|osteoarthritis
ketorolac	0	1	0	1	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	neurology/psychiatry	pain relief
ketotifen	0	1	0	1	Launched	histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor	HRH1	neurology/psychiatry	itching
labetalol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRA1D|ADRB1|ADRB2	cardiology	hypertension
lamotrigine	0	1	0	1	Launched	serotonin receptor antagonist|sodium channel blocker	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	epilepsy|bipolar disorder
lapatinib	0	0	1	1	Launched	EGFR inhibitor	EGFR|ERBB2	oncology	breast cancer
latanoprost	0	1	0	1	Launched	prostanoid receptor agonist	PTGFR	ophthalmology	ocular hypertension|glaucoma
leflunomide	0	1	0	1	Launched	dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor	AHR|DHODH|PTK2B	rheumatology	rheumatoid arthritis
levocabastine	0	1	0	1	Launched	histamine receptor antagonist	HRH1|NTSR2	ophthalmology	conjunctivitis
levocetirizine	0	0	1	1	Launched	histamine receptor antagonist	HRH1	allergy	allergic rhinitis|urticaria
levofloxacin	0	1	0	1	Launched	bacterial DNA gyrase inhibitor	TOP2A	infectious disease|otolaryngology|pulmonary|urology	pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague
levonorgestrel	0	1	0	1	Launched	estrogen receptor agonist|glucocorticoid receptor antagonist|progesterone receptor agonist|progesterone receptor antagonist	PGR	endocrinology	contraceptive
linezolid	0	1	0	1	Launched	bacterial 50S ribosomal subunit inhibitor	MAOA|MAOB	infectious disease	pneumonia|skin infections
liothyronine	0	1	0	1	Launched	thyroid hormone stimulant	THRA|THRB	endocrinology	hypothyroidism|myxedema coma
lofexidine	0	1	0	1	Launched	adrenergic receptor agonist		neurology/psychiatry	opioid withdrawal
lonidamine	0	1	0	1	Launched	glucokinase inhibitor	GCK		
loperamide	0	1	0	1	Launched	opioid receptor agonist	CACNA1A|CALM1|OPRD1|OPRK1|OPRM1|POMC	gastroenterology	diarrhea
loratadine	0	1	0	1	Launched	histamine receptor antagonist	HRH1	allergy|neurology/psychiatry	allergic rhinitis|itching
losartan	0	1	0	1	Launched	angiotensin receptor antagonist	AGTR1	cardiology|nephrology	hypertension|diabetic nephropathy|hypertension
maprotiline	0	1	0	1	Launched	norepinephrine reputake inhibitor|tricyclic antidepressant	SLC6A2	neurology/psychiatry	depression|dysthymic disorder
maraviroc	0	1	0	1	Launched	CC chemokine receptor antagonist	CCR5	infectious disease	human immunodeficiency virus (HIV-1)
mebendazole	0	1	0	1	Launched	tubulin polymerization inhibitor	TUBA1A|TUBB|TUBB4B	infectious disease	pinworm|whipworm|hookworm|ascariasis
mebeverine	0	1	0	1	Launched	acetylcholine receptor antagonist	CHRM1	gastroenterology	irritable bowel syndrome
meclofenamic-acid	0	1	0	1	Launched	cyclooxygenase inhibitor|prostanoid receptor antagonist	ALOX5|CNR1|KCNQ2|KCNQ3|PTGS1|PTGS2	rheumatology|neurology/psychiatry|endocrinology	joint pain|muscle pain|rheumatoid arthritis|primary dysmenorrhea (PD)
medroxyprogesterone	0	1	0	1	Launched	progesterone receptor agonist	PGR	endocrinology	contraceptive
medrysone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1	ophthalmology	conjunctivitis|episcleritis
mefenamic-acid	0	0	1	1	Launched	cyclooxygenase inhibitor	KCNQ1|PTGS1|PTGS2|TRPM3	endocrinology	primary dysmenorrhea (PD)
mefloquine	0	1	0	1	Launched	adenosine receptor antagonist|hemoglobin antagonist		infectious disease	malaria
megestrol	0	1	0	1	Launched	progesterone receptor agonist		oncology	breast cancer
mepacrine	0	1	0	1	Launched	cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator	PLA2G1B	infectious disease	giardiasis
mephentermine	0	1	0	1	Launched	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3	cardiology	hypotension
mephenytoin	0	1	0	1	Launched	hydantoin antiepileptic	SCN5A	neurology/psychiatry	seizures
mepivacaine	0	1	0	1	Launched	potassium channel blocker|sodium channel blocker		neurology/psychiatry	local anesthetic
mepyramine	0	1	0	1	Launched	histamine receptor antagonist	HRH1	otolaryngology|obstetrics/gynecology	common cold|menstrual pain
metergoline	0	1	0	1	Launched	dopamine receptor agonist|serotonin receptor antagonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7	neurology/psychiatry|endocrinology	seasonal affective disorder|anxiety|hyperprolactinemia
metformin	0	1	0	1	Launched	insulin sensitizer	ACACB|PRKAB1	endocrinology	diabetes mellitus
methazolamide	0	1	0	1	Launched	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA7	ophthalmology	glaucoma|intraocular pressure
methocarbamol	0	1	0	1	Launched	muscle relaxant	CA1	neurology/psychiatry	muscle relaxant
methotrexate	0	1	0	1	Launched	dihydrofolate reductase inhibitor	DHFR	oncology|hematologic malignancy|dermatology|rheumatology	gestational choriocarcinoma|hydatidiform mole|acute lymphoblastic leukemia (ALL)|psoriasis|rheumatoid arthritis
methoxsalen	0	1	0	1	Launched	DNA synthesis inhibitor	CYP1A1|CYP1A2|CYP2A13|CYP2A6|CYP3A4	dermatology	psoriasis
methylene-blue	0	1	0	1	Launched	guanylyl cyclase inhibitor|nitric oxide production inhibitor	ACHE	hematology	methemoglobinemia
methylprednisolone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1	endocrinology|rheumatology|dermatology|infectious disease|allergy|hematology|neurology/psychiatry|gastroenterology	hypercalcemia|thyroiditis|ankylosing spondylitis|bursitis|osteoarthritis|psoriatic arthritis|seborrheic dermatitis|mycosis|allergic rhinitis|psoriasis|anemia|multiple sclerosis|ulcerative colitis|enteritis
methysergide	0	0	1	1	Launched	serotonin receptor antagonist	HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7	neurology/psychiatry	headache
metoclopramide	0	1	0	1	Launched	dopamine receptor antagonist|serotonin receptor antagonist	CHRM1|DRD2|HTR3A|HTR3B|HTR4	gastroenterology	gastroparesis|nausea|vomiting
metolazone	0	1	0	1	Launched	carbonic anhydrase inhibitor	SLC12A3	cardiology	edema|hypertension
metoprolol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2	cardiology	hypertension|angina pectoris|myocardial infarction
mexiletine	0	1	0	1	Launched	sodium channel blocker	PLAU|SCN4A|SCN5A	cardiology	ventricular arrhythmias|ventricular tachycardia (VT)
midostaurin	0	1	0	1	Launched	FLT3 inhibitor|KIT inhibitor|PKC inhibitor	FLT3|PRKCG	hematologic malignancy	acute myeloid leukemia (AML)
mifepristone	0	1	0	1	Launched	glucocorticoid receptor antagonist|progesterone receptor antagonist	AR|NR1I2|NR3C1|PGR	endocrinology	hyperglycemia|diabetes mellitus
minoxidil	0	1	0	1	Launched	KATP activator|Kir6 channel (KATP) activator|vasodilator	ABCC9|KCNJ1|KCNJ10|KCNJ11|KCNJ8|PTGS1	endocrinology	androgenetic alopecia
mirtazapine	0	1	0	1	Launched	adrenergic receptor antagonist|serotonin receptor antagonist	ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C	neurology/psychiatry	depression
moclobemide	0	1	0	1	Launched	monoamine oxidase inhibitor	MAOA|MAOB	neurology/psychiatry	depression|anxiety
moexipril	0	1	0	1	Launched	angiotensin converting enzyme inhibitor	ACE|ACE2	cardiology	hypertension
molsidomine	0	1	0	1	Launched	guanylate cyclase stimulant	GUCY1A3	cardiology	coronary artery disease (CAD)
mometasone	0	1	0	1	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
montelukast	0	1	0	1	Launched	leukotriene receptor antagonist	ALOX5|CYSLTR1	pulmonary|allergy	asthma|allergic rhinitis|exercise-induced bronchoconstriction (EIB)
moxifloxacin	0	1	0	1	Launched	bacterial DNA gyrase inhibitor	TOP2A	otolaryngology|pulmonary|infectious disease	sinusitis|bronchitis|pneumonia|skin infections|intra-abdominal infections
moxonidine	0	1	0	1	Launched	imidazoline receptor agonist	ADRA2A|ADRA2B|ADRA2C	cardiology	hypertension
mycophenolate-mofetil	0	1	0	1	Launched	dehydrogenase inhibitor|inositol monophosphatase inhibitor	IMPDH1|IMPDH2	transplant	organ rejection
mycophenolic-acid	0	1	0	1	Launched	dehydrogenase inhibitor|inositol monophosphatase inhibitor	IMPDH1|IMPDH2	transplant	organ rejection
nadolol	0	1	0	1	Launched	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3	cardiology	angina pectoris|hypertension
nafcillin	0	1	0	1	Launched	bacterial cell wall synthesis inhibitor	CYP1A2|CYP3A4|SLC22A6	infectious disease	gram-positive bacterial infections
naftifine	0	1	0	1	Launched	fungal squalene epoxidase inhibitor		infectious disease	tinea pedis|tinea cruris|tinea corporis
nalbuphine	0	1	0	1	Launched	opioid receptor agonist|opioid receptor antagonist	OPRD1|OPRK1|OPRM1	neurology/psychiatry	pain relief
